Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;7;15;7.5048608007324669e+00;7.5048608007324615e+00;1.0000000000000000e+00;3.4253358543899124e-16;5.1602313570400065e-16;0.0000000000000000e+00;3.9793523002097501e-17;3.8465921879507356e-16;2.4155674029895552e-16
1;5;9;5.4996487841045010e+00;5.4996487841044965e+00;1.0000000000000000e+00;1.9757578940826426e-16;4.2648803756403540e-16;2.2204460492503131e-16;1.6556488308603042e-17;2.0616088030552691e-16;2.6386050763537649e-16
2;7;15;4.6300056482630954e+00;4.6300056482630927e+00;1.0000000000000000e+00;1.6489684983629238e-16;2.1221977353811464e-16;1.1102230246251565e-16;2.1547780927202654e-16;3.1187438853514069e-16;1.8142587041486972e-16
3;7;15;4.8728788071755877e+00;4.8728788071755913e+00;1.0000000000000000e+00;2.4015532518519929e-16;2.8136230826272686e-16;0.0000000000000000e+00;1.3192173870794384e-16;2.2800470672069343e-16;3.5898672333518241e-16
4;7;15;5.8464692866141412e+00;5.8464692866141439e+00;1.0000000000000000e+00;2.4160241458051797e-16;3.4749936332758899e-16;4.4408920985006262e-16;2.6389676354436220e-16;2.9374498047806786e-16;3.8275426386645646e-16
5;6;12;5.1591221784119083e+00;5.1591221784119083e+00;1.0000000000000000e+00;1.5438064341682232e-16;3.1656366622363532e-16;1.1102230246251565e-16;1.8915326252625410e-17;1.9193214165443319e-16;2.5870072587346260e-16
6;7;15;8.0958014284594864e+00;8.0958014284594935e+00;1.0000000000000000e+00;3.1534454616370693e-16;3.1534454616370693e-16;3.3306690738754696e-16;1.9104446041133247e-16;1.8339700877100646e-16;6.5182339206760580e-16
7;7;15;7.2919092423061524e+00;7.2919092423061569e+00;1.0000000000000000e+00;3.6910225213293514e-16;5.2350819876561287e-16;0.0000000000000000e+00;3.9911759618413758e-17;4.6291139256606632e-16;4.9854596959815378e-16
8;6;12;9.6538062323872911e+00;9.6538062323872946e+00;1.0000000000000000e+00;1.6610222617972299e-16;6.0420280042971770e-16;2.2204460492503131e-16;1.3991989811149584e-16;2.5183332376842196e-16;2.1045992363243013e-16
9;7;15;4.1904069035274869e+00;4.1904069035274851e+00;1.0000000000000000e+00;1.8514465626788879e-16;3.4610667903891713e-16;2.2204460492503131e-16;1.5443751393462200e-16;1.7805860044115994e-16;2.8488938280102823e-16
10;6;12;4.9046774463646914e+00;4.9046774463646940e+00;1.0000000000000000e+00;8.8226792181089067e-17;2.3761701581105772e-16;2.2204460492503131e-16;2.7366898788118171e-17;1.4029729600367155e-16;1.5261623525999171e-16
11;6;12;5.5780704492323565e+00;5.5780704492323556e+00;1.0000000000000000e+00;8.5530839602645033e-17;3.9716833992896382e-16;2.2204460492503131e-16;3.1404296804145160e-17;1.5602928112815153e-16;1.7320505524197392e-16
12;4;6;3.3427560766261997e+00;3.3427560766262001e+00;1.0000000000000000e+00;1.8515278288508874e-16;3.3479713673109142e-16;2.2204460492503131e-16;1.4105436167715876e-16;1.2952459522191556e-16;1.3938370892613756e-16
13;7;15;7.0852468321956827e+00;7.0852468321956774e+00;1.0000000000000000e+00;1.4748210504811541e-16;3.4560637687760612e-16;2.2204460492503131e-16;2.3535219102024098e-16;2.1254710166052132e-16;7.3521507266451087e-16
14;6;12;4.7582685128192912e+00;4.7582685128192876e+00;1.0000000000000000e+00;1.3475965719041990e-16;6.1613725494824381e-16;2.2204460492503131e-16;1.7361544189360524e-16;1.5060563458634623e-16;2.3028086614499108e-16
15;5;9;5.0554844882984113e+00;5.0554844882984105e+00;1.0000000000000000e+00;2.1571107975068360e-16;2.6984477262685809e-16;2.2204460492503131e-16;5.7084868874362104e-17;1.7942219841172211e-16;2.1998162840033447e-16
16;9;21;7.9349380268251180e+00;7.9349380268251180e+00;1.0000000000000000e+00;2.7901379245884087e-16;4.5439711986656307e-16;0.0000000000000000e+00;3.1028367114367861e-17;2.0573722375010011e-16;3.9612515979037488e-16
17;6;12;6.1471083394320649e+00;6.1471083394320676e+00;1.0000000000000000e+00;2.0495009192692257e-16;1.8760978953002051e-16;0.0000000000000000e+00;1.4210667889170927e-17;1.1537946884813017e-16;2.4749493663274087e-16
18;6;12;3.9127380692734648e+00;3.9127380692734670e+00;1.0000000000000000e+00;1.0039438916406900e-16;1.6104613185176098e-16;0.0000000000000000e+00;2.0522333869159850e-17;1.6320806141398429e-16;2.4288606713644882e-16
19;5;9;4.9668156891433455e+00;4.9668156891433473e+00;1.0000000000000000e+00;2.7244916946088257e-16;3.3405327548317363e-16;0.0000000000000000e+00;2.6407852318763307e-17;2.3003026433473453e-16;2.2229518528574372e-16
20;5;9;4.8612764801877191e+00;4.8612764801877253e+00;1.0000000000000000e+00;2.0294534813966840e-16;1.9493074654772279e-16;2.2204460492503131e-16;1.4036674112048831e-16;1.9576139152952881e-16;1.3112949052265966e-16
21;5;9;3.6559660731767600e+00;3.6559660731767636e+00;1.0000000000000000e+00;1.4882269437304651e-16;3.2654604767817964e-16;4.4408920985006262e-16;2.9754205182550507e-16;1.1934298860860927e-16;2.3716911990868395e-16
22;6;12;7.5442802094347243e+00;7.5442802094347217e+00;1.0000000000000000e+00;1.9343009466929612e-16;5.3467393219225634e-16;0.0000000000000000e+00;2.0722298566458593e-17;1.2180499968463536e-16;3.8088144226382118e-16
23;7;15;5.7190618161912523e+00;5.7190618161912523e+00;1.0000000000000000e+00;1.3032380710010330e-16;2.2733042069725474e-16;1.1102230246251565e-16;1.3130553099636177e-16;1.4799663825422434e-16;3.3710033753514344e-16
24;6;12;4.2746085530000446e+00;4.2746085530000482e+00;1.0000000000000000e+00;2.8720764531195644e-16;3.7007939547046131e-16;2.2204460492503131e-16;3.8809097030817586e-17;1.5861429734370020e-16;2.4705996361460516e-16
25;7;15;8.9288127394417973e+00;8.9288127394417920e+00;1.0000000000000000e+00;3.0277758396689879e-16;2.7917013644526904e-16;0.0000000000000000e+00;1.8458828596610461e-16;2.5678813795867875e-16;3.8607634042170938e-16
26;6;12;8.2020778941283830e+00;8.2020778941283794e+00;1.0000000000000000e+00;1.4889008069951218e-16;5.5779744968026588e-16;4.4408920985006262e-16;1.5488719020837840e-16;1.5594851783544932e-16;2.5224610723812852e-16
27;6;12;4.4284439741349804e+00;4.4284439741349813e+00;1.0000000000000000e+00;8.7128490541994106e-17;2.2190960330206376e-16;0.0000000000000000e+00;1.2658378602114514e-17;1.7137834234173785e-16;1.6381200541983274e-16
28;7;15;6.6326617734360847e+00;6.6326617734360820e+00;1.0000000000000000e+00;1.7360601436805990e-16;5.2568537880596062e-16;1.1102230246251565e-16;2.5419372716932275e-17;2.5470615436079326e-16;4.4640163759129844e-16
29;5;9;5.1808050684937283e+00;5.1808050684937301e+00;1.0000000000000000e+00;1.4779463945824253e-16;3.8553034051561355e-16;0.0000000000000000e+00;3.0340714260202223e-17;2.5412553016017610e-16;1.4918621893400541e-16
30;7;15;6.2126674579403529e+00;6.2126674579403520e+00;1.0000000000000000e+00;2.8014575712257340e-16;4.6783104724185006e-16;2.2204460492503131e-16;2.4106950583234332e-17;2.1046198012262440e-16;6.2026977924668503e-16
31;7;15;6.3444573298309752e+00;6.3444573298309725e+00;1.0000000000000000e+00;2.9426282940674022e-16;3.5129471037956572e-16;2.2204460492503131e-16;4.0766524937920731e-17;2.5360782769031638e-16;2.3981885448034279e-16
32;6;12;7.0809397526812745e+00;7.0809397526812727e+00;1.0000000000000000e+00;1.3250683501740694e-16;2.6682618568279154e-16;0.0000000000000000e+00;2.2361524959766258e-17;2.6655460707442302e-16;9.8375793185360975e-17
33;7;15;5.9386854322992217e+00;5.9386854322992164e+00;1.0000000000000000e+00;2.5127024320658295e-16;5.2077589917429821e-16;4.4408920985006262e-16;2.4384902000245014e-16;2.1613886280620066e-16;4.3748825691784945e-16
34;7;15;1.2301302031640837e+01;1.2301302031640859e+01;1.0000000000000000e+00;1.9890151065528507e-16;7.6647823199300531e-16;0.0000000000000000e+00;5.3294095164153660e-17;6.9904998821833683e-16;4.2460701468410776e-16
35;6;12;3.9232735897475792e+00;3.9232735897475770e+00;1.0000000000000000e+00;1.6952373818969176e-16;1.7055737345678450e-16;0.0000000000000000e+00;2.1643390540569911e-17;1.1753938358558201e-16;2.4834490346502145e-16
36;7;15;4.3168445717617034e+00;4.3168445717617034e+00;1.0000000000000000e+00;9.1690433509068987e-17;4.3737283626591125e-16;0.0000000000000000e+00;1.1219588012220721e-16;2.2231507227118486e-16;4.1425950501353630e-16
37;7;15;7.2947517764609762e+00;7.2947517764609779e+00;1.0000000000000000e+00;2.7265526925652349e-16;2.7989500324586299e-16;1.1102230246251565e-16;8.2365620074394065e-18;1.9557652230835317e-16;3.5213177433685083e-16
38;7;15;4.2127946885570244e+00;4.2127946885570253e+00;1.0000000000000000e+00;4.8822733378040904e-16;5.0094777347908918e-16;0.0000000000000000e+00;5.4287829236313901e-17;5.5618626329382230e-16;3.0719982739760410e-16
39;7;15;4.6712634724084809e+00;4.6712634724084818e+00;1.0000000000000000e+00;1.4634271597284628e-16;3.2464559261091820e-16;0.0000000000000000e+00;3.5386398418902606e-17;1.1372674172190509e-16;2.3252820574940660e-16
40;7;15;5.2542592146219524e+00;5.2542592146219533e+00;1.0000000000000000e+00;2.1633330221815095e-16;3.7730933473301987e-16;0.0000000000000000e+00;1.4206290044018565e-16;1.5880648840474004e-16;3.0849314845320699e-16
