VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;3717;5406;1690;3559;1.4475999999999999e-02;2.0049999999999998e-02;3.2148999999999997e-02;5.7470000000000004e-03;2.3900000000000001e-04
