VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;1690;3559;1.0403860405377277e-01;1.4225504404442855e-03;1.0539722868013109e-01;6.0162710572562172e-03;1.5711162478398808e+00;2.3795671448470053e+00;2.0988032817207092e+00;24528;1.2088910108605281e+01
