TotProc Type Time
1 CreateMesh 4.87000000e-04
1 SetVariables 1.30000000e-05
1 ComputeGeometricProperties 3.16000000e-04
1 CreateVEMSpace 9.10000000e-05
1 AssembleSystem 5.90000000e-04
1 ComputeVEMPerformance 2.45600000e-03
1 Factorize 6.00000000e-05
1 Solve 5.00000000e-06
1 ComputeErrors 2.30900000e-03
1 ExportSolution 4.75400000e-03
