Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;5;9;1.4503461819043661e+01;1.4503461819043652e+01;1.0000000000000000e+00;2.0396099332657776e-16;9.0155789287001776e-16;0.0000000000000000e+00;4.8525735244074384e-17;3.0449316242299684e-16;1.7447558621042300e-16
1;4;6;6.8128841677168541e+00;6.8128841677168532e+00;1.0000000000000000e+00;1.9329521701561158e-16;5.2106427042159641e-16;0.0000000000000000e+00;1.1774828886242498e-16;1.7377128553677020e-16;1.0061396160665481e-16
2;5;9;5.4819081856309566e+00;5.4819081856309548e+00;1.0000000000000000e+00;1.8718944394835751e-16;2.7345610698041698e-16;0.0000000000000000e+00;1.4052763137603571e-16;3.0618141455329713e-16;2.4127627698272017e-16
3;4;6;8.3777398986518978e+00;8.3777398986518996e+00;1.0000000000000000e+00;1.8214871848607923e-16;6.0900407144810772e-16;0.0000000000000000e+00;1.7426809101747592e-16;2.7875240616724322e-17;1.0345993194971512e-16
4;4;6;6.3015750538380555e+00;6.3015750538380555e+00;1.0000000000000000e+00;1.8546673900612529e-16;4.9961642307753352e-16;2.2204460492503131e-16;3.5705683327366849e-16;1.7374484546974375e-16;5.6050630877642027e-17
5;4;6;6.1609209639515834e+00;6.1609209639515843e+00;1.0000000000000000e+00;1.4600560630310132e-16;2.2435458891533859e-16;2.2204460492503131e-16;1.4790099725578778e-16;1.9492128800681272e-16;1.0816665110907547e-16
6;5;9;7.4237783906328865e+00;7.4237783906328909e+00;1.0000000000000000e+00;2.0293546259212656e-16;3.5140319900027699e-16;2.2204460492503131e-16;1.5003542735726275e-16;2.9982460275284744e-16;1.8182351663528605e-16
7;4;6;4.2662634931246410e+00;4.2662634931246401e+00;1.0000000000000000e+00;1.4775391159099471e-16;2.0348831367998895e-16;2.2204460492503131e-16;2.4422084483741932e-17;4.0845017457395993e-17;4.4969172124985776e-17
8;5;9;6.2849577816348132e+00;6.2849577816348141e+00;1.0000000000000000e+00;3.2745404204828403e-16;3.5999866088786741e-16;4.4408920985006262e-16;1.2387178494360436e-16;2.6997209273329609e-16;4.7902559960520363e-16
9;4;6;4.4294151258663872e+00;4.4294151258663872e+00;1.0000000000000000e+00;2.0552874116992341e-16;1.1917941659471181e-16;2.2204460492503131e-16;1.5508210972438754e-16;6.6423196517423163e-17;4.6547515373386371e-17
10;5;9;6.6405149334357230e+00;6.6405149334357256e+00;1.0000000000000000e+00;3.0832564688290874e-16;4.3770067536836212e-16;3.3306690738754696e-16;1.3352151398010716e-17;2.1196371291487597e-16;1.4620915527451701e-16
11;5;9;5.8376665969920900e+00;5.8376665969920962e+00;1.0000000000000000e+00;1.9648694981853285e-16;3.6561157800971616e-16;2.2204460492503131e-16;1.8450326880762030e-17;2.3114099348202165e-16;3.0770689119832448e-16
12;4;6;5.0239290072817262e+00;5.0239290072817262e+00;1.0000000000000000e+00;1.4774033314023857e-16;8.4510296475849620e-17;0.0000000000000000e+00;1.1997920638267718e-16;7.6829416052736199e-17;1.0794385653450953e-16
13;4;6;4.4194381539998400e+00;4.4194381539998409e+00;1.0000000000000000e+00;2.3338900258912167e-16;2.6057007938759411e-16;2.2204460492503131e-16;1.4724835683501937e-17;9.6001076836902762e-17;6.5790661769506331e-17
14;4;6;4.0933759906608929e+00;4.0933759906608893e+00;1.0000000000000000e+00;2.9133026831538635e-16;2.8777593299067095e-16;4.4408920985006262e-16;5.8603400897319564e-17;2.4403323848601115e-16;7.4814663675481450e-17
15;5;9;5.7883903696437304e+00;5.7883903696437340e+00;1.0000000000000000e+00;1.5575202275148005e-16;3.6009895614118666e-16;2.2204460492503131e-16;3.8040052859568299e-17;1.7331282588876105e-16;1.7924823053616926e-16
16;5;9;4.4174211741326843e+00;4.4174211741326834e+00;1.0000000000000000e+00;3.3561706641393797e-16;4.4602301083357694e-16;4.4408920985006262e-16;3.1580487828890778e-16;1.2753238370836078e-16;2.6224176887428679e-16
17;5;9;1.1771085394239147e+01;1.1771085394239153e+01;1.0000000000000000e+00;3.1674106252011556e-16;2.1699997036927889e-16;2.2204460492503131e-16;6.3524809731960365e-17;1.4371680857746269e-16;1.9037859255361659e-16
18;5;9;6.0712341498365738e+00;6.0712341498365729e+00;1.0000000000000000e+00;2.3578629673494219e-16;3.3498883278844232e-16;1.1102230246251565e-16;4.4066878620489268e-17;1.9075112453525252e-16;3.0339812712852323e-16
19;5;9;4.0942297020377429e+00;4.0942297020377429e+00;1.0000000000000000e+00;7.7605047711221202e-17;1.6351858424832366e-16;0.0000000000000000e+00;2.1426579448663702e-17;1.0278937988858541e-16;1.8546183752901006e-16
20;4;6;3.3192412739209907e+00;3.3192412739209911e+00;1.0000000000000000e+00;7.8530173666495619e-17;1.6205202023588018e-16;1.1102230246251565e-16;3.7115364301023998e-17;1.3623856875558534e-16;1.3878871967638603e-16
21;5;9;5.5088815109866456e+00;5.5088815109866438e+00;1.0000000000000000e+00;1.3691500328805859e-16;2.6404292072846405e-16;0.0000000000000000e+00;5.4018590983052436e-17;1.5954300293245712e-16;2.0723956610607772e-16
22;5;9;8.1662483571023810e+00;8.1662483571023774e+00;1.0000000000000000e+00;3.6531214680036264e-16;5.1566168989677003e-16;2.2204460492503131e-16;1.4988099960032663e-16;3.1639942065097820e-16;2.8614525337020789e-16
23;4;6;4.2485495432734970e+00;4.2485495432734979e+00;1.0000000000000000e+00;2.9297146252640006e-16;4.8441564209610478e-16;2.2204460492503131e-16;4.0589797134073394e-17;2.0097502856771497e-16;7.6642588228615230e-17
24;5;9;3.7451499575630289e+00;3.7451499575630294e+00;1.0000000000000000e+00;1.8567214655012615e-16;2.9842622289555329e-16;0.0000000000000000e+00;4.0301792124838320e-17;8.9253998162149238e-17;1.6675917617219396e-16
25;4;6;4.5171784312216730e+00;4.5171784312216747e+00;1.0000000000000000e+00;1.3673905761251762e-16;1.9296280882980161e-16;0.0000000000000000e+00;2.1249596600563265e-17;0.0000000000000000e+00;8.6149806804471277e-17
26;3;3;3.3323143095683823e+00;3.3323143095683827e+00;1.0000000000000000e+00;2.4108703984243211e-16;3.4300181556043590e-16;0.0000000000000000e+00;1.4361302381347718e-17;5.1198826343823875e-17;7.5446659661955562e-32
