VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;551;754;204;489;2.0850000000000000e-03;2.1250000000000002e-03;6.9189999999999998e-03;7.5299999999999998e-04;3.1000000000000001e-05
