Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;6;12;5.3393114700994717e+00;5.3393114700994708e+00;1.0000000000000000e+00;2.3794237244769314e-16;1.7254758806050791e-16;4.4408920985006262e-16;1.7565481884967743e-16;2.1240839684760599e-16;1.7454456252709675e-16
1;7;12;4.3933319087964380e+00;4.3933319087964371e+00;1.0000000000000000e+00;3.0245937307082039e-16;1.8880082994353361e-16;0.0000000000000000e+00;3.8334393943345743e-17;1.7468270772784267e-16;1.6739238877791558e-16
2;7;12;4.0188472558470307e+00;4.0188472558470290e+00;1.0000000000000000e+00;9.7763378220833984e-17;1.4927024195278355e-16;0.0000000000000000e+00;2.8005493571444498e-16;2.1282194637457489e-16;2.2311816501482694e-16
3;6;12;6.3212708388534331e+00;6.3212708388534313e+00;1.0000000000000000e+00;3.2049378106392736e-17;2.3111135221866393e-16;2.2204460492503131e-16;1.9589476339301976e-17;1.8297663498852704e-16;3.1559007791338220e-16
4;8;12;5.5098201745583530e+00;5.5098201745583548e+00;1.0000000000000000e+00;7.1916092576626331e-17;2.0298488551548469e-16;2.2204460492503131e-16;2.4048764163305954e-17;1.2505111391108451e-16;3.0649304291267683e-16
5;4;6;3.1336017344051057e+00;3.1336017344051061e+00;1.0000000000000000e+00;4.0061722632990919e-17;1.4903822336993328e-16;2.2204460492503131e-16;1.9568342318787644e-16;1.0515773873603555e-16;3.9252311467094379e-17
6;7;12;9.6877339013347363e+00;9.6877339013347434e+00;1.0000000000000000e+00;2.5675519045753083e-16;3.2591705739840543e-16;2.2204460492503131e-16;1.4693454810561936e-16;2.6524362420709834e-16;1.0101811808263552e-15
7;5;6;3.5082270559441704e+00;3.5082270559441726e+00;1.0000000000000000e+00;1.1331166295920988e-17;2.9721370557657876e-16;1.1102230246251565e-16;1.6980520389840420e-16;1.1452861702832506e-16;8.4699994349719130e-17
8;8;12;1.0967542814905874e+01;1.0967542814905880e+01;1.0000000000000000e+00;3.1140742613808705e-16;3.9102783814613759e-16;1.1102230246251565e-16;3.4536280929615792e-17;2.0040690480163614e-16;4.5773038333174523e-16
9;10;18;4.3185481869736684e+00;4.3185481869736684e+00;1.0000000000000000e+00;2.3912784540513953e-16;2.0052148444662757e-16;1.1102230246251565e-16;1.6042638116704000e-16;1.3851433973202759e-16;5.8711517791590487e-16
