VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;396;693;1.6531620523463211e-01;4.6122990792268588e-03;2.0378016907089772e-01;1.3463654512026357e-02;1.5683980566283942e+00;2.3658267520846823e+00;2.0949407718362187e+00;4737;6.2375816888333887e+01
