Id;error_L2;error_H1;norm_L2;norm_H1
0;9.6585527843358697e-08;9.0825207503966048e-05;1.2355194963814294e-02;8.9677957881165843e-04
1;6.5375947206238185e-08;4.6555369633505286e-05;7.9668257742652113e-03;1.7836172455126039e-03
2;5.4252951548354569e-08;3.4932250952722467e-05;6.7985023079087138e-03;1.5151772999512907e-03
3;2.9236153215913708e-08;6.4070218668295427e-05;8.3909977307246846e-03;9.9349056125864685e-03
4;3.0717925779545799e-08;8.5374753701492290e-05;6.0742333162678696e-03;4.1641776165400480e-03
5;7.6441666683444809e-08;9.8201853591191373e-05;1.0620239789993449e-02;6.2269258172864732e-03
6;3.8462361337466479e-08;3.2678516953597830e-05;6.1335492285825039e-03;6.9835631393708785e-03
7;2.8732093676732197e-08;2.6657128989026487e-05;5.2347703331316131e-03;5.9340626277771561e-03
8;7.8224605248464804e-08;6.9051806572375567e-05;1.0344891021674669e-02;4.8775803850156516e-03
9;3.5771449590918789e-08;4.2581216668447348e-05;7.2942996980148913e-03;5.0530128399769985e-03
10;1.0480837409534955e-07;1.0557933511896480e-04;1.0015790662914796e-02;4.3194083561032250e-02
11;7.8995843916158923e-08;7.9716837791067648e-05;9.9915373894091143e-03;1.9177870832176903e-02
12;5.2735825503340386e-08;4.0252385355457024e-05;6.5251934046281299e-03;1.8102429376447477e-02
13;5.6151795848447052e-08;5.9143569781995463e-05;8.6477779725271896e-03;1.6278599894184845e-02
14;1.7220568352068914e-08;3.1897871658774371e-05;5.6568025360962775e-03;1.5108598243055705e-02
15;3.5660651113928336e-08;7.6096800806494411e-05;7.7269043675988712e-03;3.3219394356650438e-02
16;5.1892550588918090e-09;7.5997675735363807e-06;2.0546875796412633e-03;1.2459965155775857e-02
17;1.1455255281070340e-08;4.9813135276473656e-05;2.6708819764856232e-03;2.6446353738001513e-02
18;2.0474916949107081e-08;2.5008226446426479e-05;4.2266362471293428e-03;3.5350981309457602e-02
19;1.7408900214825520e-08;7.2551889723697051e-05;3.1234561047226608e-03;2.6164520907581885e-02
20;1.1442417030983190e-09;6.4500746861521281e-06;1.8591719143812822e-03;2.1245823800218243e-02
