Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;3;3;6.9642090569352533e+00;6.9642090569352577e+00;1.0000000000000000e+00;1.4423611112836119e-16;3.3552141154251955e-16;2.2204460492503131e-16;4.6824859431773181e-17;5.6980013201408316e-17;6.1148696003761346e-32
1;3;3;1.3830553822307474e+01;1.3830553822307488e+01;1.0000000000000000e+00;5.5904407851746250e-16;3.4757348307817163e-15;0.0000000000000000e+00;1.4393784448116798e-16;1.1118929981789946e-16;1.9601640710475659e-31
2;3;3;2.8284272090398859e+00;2.8284272090398854e+00;1.0000000000000000e+00;1.3013716447481237e-16;2.4222314541106397e-16;0.0000000000000000e+00;2.9787638524793042e-17;1.4185448429172507e-16;4.8195986783257384e-32
3;3;3;2.0057099191814334e+01;2.0057099191814341e+01;1.0000000000000000e+00;5.7355460412897320e-16;6.3475078315813094e-16;4.4408920985006262e-16;7.4378088024072229e-18;5.7499963109165101e-17;4.6690495007971029e-32
4;3;3;1.1410718528864075e+01;1.1410718528864074e+01;1.0000000000000000e+00;1.9395832433892599e-16;6.0523704068939165e-16;0.0000000000000000e+00;3.8082119780119833e-17;7.5972801461731444e-17;4.4799966725832188e-32
5;3;3;1.2101622358390980e+01;1.2101622358391008e+01;1.0000000000000000e+00;3.1615781520262562e-16;1.4584227886937531e-15;4.4408920985006262e-16;1.4084936566482786e-16;2.5372726668202732e-17;2.4915843539435036e-32
6;3;3;3.2253430733079611e+00;3.2253430733079633e+00;1.0000000000000000e+00;1.9560625815268048e-16;3.2536433313515647e-16;2.2204460492503131e-16;1.8188928480893751e-16;1.5474436681182630e-16;3.0777645400791107e-32
7;3;3;2.8284269561588591e+00;2.8284269561588600e+00;1.0000000000000000e+00;6.5457313713491762e-17;3.0760960428939499e-16;0.0000000000000000e+00;1.6159653907214240e-16;4.7143441335594370e-17;2.0122972862796815e-32
8;3;3;1.2828140913316867e+01;1.2828140913316854e+01;1.0000000000000000e+00;1.9229626863835641e-16;6.6952236299927219e-16;1.1102230246251565e-16;3.1950786072065863e-16;1.3218735555599467e-17;1.7887133233083474e-31
9;3;3;2.8284272090399010e+00;2.8284272090399023e+00;1.0000000000000000e+00;1.5406411942247407e-16;1.9773756476390187e-16;0.0000000000000000e+00;1.8609753642347939e-17;1.6843651516465397e-16;6.1241238260125580e-32
10;3;3;6.0561763452486961e+00;6.0561763452486925e+00;1.0000000000000000e+00;1.5782488380292966e-16;7.0763110837545951e-16;1.1102230246251565e-16;3.5028397570414253e-17;0.0000000000000000e+00;2.1870334248794891e-32
11;3;3;6.9382168281419982e+00;6.9382168281420036e+00;1.0000000000000000e+00;1.4338515319353585e-16;1.9300439116167741e-16;2.2204460492503131e-16;1.3853849841177271e-16;7.3293931428568673e-17;1.1865710410806366e-32
12;3;3;5.2171567663558314e+00;5.2171567663558331e+00;1.0000000000000000e+00;1.8519611882082202e-16;3.4390136376812973e-16;1.1102230246251565e-16;4.3464343629362407e-17;2.0289182987468534e-17;1.4890711785635045e-32
13;3;3;3.8567567718636234e+01;3.8567567718636163e+01;1.0000000000000000e+00;3.3956298143059318e-16;3.3958070531198587e-16;0.0000000000000000e+00;3.6593515646894294e-16;2.1306013646513314e-17;1.1215242638378710e-31
14;3;3;4.2426406871192848e+00;4.2426406871192839e+00;1.0000000000000000e+00;6.6555532242561499e-17;1.9390794801710129e-16;0.0000000000000000e+00;3.8069200614306748e-17;0.0000000000000000e+00;2.1692351992270025e-32
15;3;3;8.9981311618333439e+00;8.9981311618333368e+00;1.0000000000000000e+00;3.2099416197918171e-16;5.3652803190614267e-16;2.2204460492503131e-16;1.7844656464811304e-16;1.7378583277011189e-16;1.0742911905946660e-31
16;3;3;3.6948382900296171e+00;3.6948382900296157e+00;1.0000000000000000e+00;1.3067738457833281e-16;2.0677438130821873e-16;0.0000000000000000e+00;3.5197537553998857e-17;1.6550291302125791e-16;4.2366321406754314e-32
17;3;3;3.2253430733079611e+00;3.2253430733079607e+00;1.0000000000000000e+00;1.4533076660998760e-16;2.9251629755730374e-16;0.0000000000000000e+00;1.5587622890734717e-17;1.1278836985975685e-16;7.2609935675473007e-33
18;3;3;4.3342179348066772e+00;4.3342179348066745e+00;1.0000000000000000e+00;1.8270956653309671e-16;3.3505371085706154e-16;2.2204460492503131e-16;1.2331709508756709e-16;0.0000000000000000e+00;5.5077740268414557e-32
19;3;3;4.6782284940325534e+00;4.6782284940325534e+00;1.0000000000000000e+00;6.4597586741603678e-17;3.6016755000815183e-16;0.0000000000000000e+00;3.9436659625018651e-17;0.0000000000000000e+00;2.5985387682923026e-32
20;3;3;4.8065942354036864e+00;4.8065942354036837e+00;1.0000000000000000e+00;3.6270796051072749e-16;4.8008922722192221e-16;0.0000000000000000e+00;3.0432057854004839e-17;3.0490396605428362e-16;6.6200913697566156e-32
