VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;12;31;7.0714417288988252e-01;1.1942360654712036e-01;1.1181424217391189e+00;1.3547035191627699e-01;1.4725417409084565e+00;1.8562076435498644e+00;1.9891523397801727e+00;202;3.1221194125215295e+00
