Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;8;12;1.0675242861795697e+01;1.0675242861795692e+01;1.0000000000000000e+00;4.7621584041537435e-16;3.1907795476821829e-16;1.1102230246251565e-16;3.4504189817886169e-17;4.6311412892200940e-17;5.5050046879361473e-16
1;11;24;5.3469687900810756e+00;5.3469687900810730e+00;1.0000000000000000e+00;2.5113093239955279e-16;4.9220925422198426e-16;0.0000000000000000e+00;1.5776474245600484e-16;2.1682046503101299e-16;5.1561299999374242e-16
2;7;12;4.5205285669401878e+00;4.5205285669401851e+00;1.0000000000000000e+00;2.9441959329098470e-16;3.2889673943313843e-16;4.4408920985006262e-16;3.6876279335510516e-17;1.5634585148200532e-16;2.8259092678477557e-16
3;6;12;4.6804660225540662e+00;4.6804660225540662e+00;1.0000000000000000e+00;3.0120981025996157e-16;3.2772350118963832e-16;2.2204460492503131e-16;2.4375421649787949e-17;1.0173887623936251e-16;1.4625851139922054e-16
4;7;12;6.9353079283464485e+00;6.9353079283464529e+00;1.0000000000000000e+00;2.1756549318740743e-16;3.3931068505794140e-16;1.1102230246251565e-16;4.3680253142756519e-17;5.4642830630343609e-17;4.7704737886967346e-16
5;9;18;5.0953541719885349e+00;5.0953541719885349e+00;1.0000000000000000e+00;1.7431453532840988e-16;1.6907103047671985e-16;2.2204460492503131e-16;3.4898065761495118e-17;1.5694414815273468e-16;5.5076036123392877e-16
6;10;18;6.8967591319668573e+00;6.8967591319668573e+00;1.0000000000000000e+00;2.2276623375273415e-16;2.1573897883636653e-16;0.0000000000000000e+00;1.6240156780555095e-16;8.4391505726001894e-17;6.0197779089546143e-16
7;9;12;6.9555529009305772e+00;6.9555529009305781e+00;1.0000000000000000e+00;2.9050274138227717e-16;2.4460626240067963e-16;0.0000000000000000e+00;2.2086512554511837e-17;3.4686249728056153e-17;3.1722680980612463e-16
8;8;18;6.1975143392928880e+00;6.1975143392928942e+00;1.0000000000000000e+00;4.9852805873845560e-16;7.6835461209790479e-16;2.2204460492503131e-16;1.5322144712164652e-16;1.5323245599756920e-16;6.5210102855442767e-16
9;9;18;5.1927334359905197e+00;5.1927334359905215e+00;1.0000000000000000e+00;1.2846327183661536e-16;3.8052906119068803e-16;0.0000000000000000e+00;1.8902830047360452e-17;1.8228935287993478e-16;3.9707361861936424e-16
10;7;12;4.3953513589315394e+00;4.3953513589315412e+00;1.0000000000000000e+00;1.4633500459273435e-16;3.7991632272076824e-16;2.2204460492503131e-16;3.0220471772259806e-16;1.7411257275734446e-16;1.5053162292997133e-16
11;6;12;6.3403193656578996e+00;6.3403193656578987e+00;1.0000000000000000e+00;2.3166624221839269e-16;1.8432746431888952e-16;0.0000000000000000e+00;1.3330086231840179e-16;5.0690132242108334e-17;4.2971209324284207e-16
