TotProc Type Time
1 CreateMesh 2.03400000e-03
1 SetVariables 1.20000000e-05
1 ComputeGeometricProperties 1.57900000e-03
1 CreateVEMSpace 8.49000000e-04
1 AssembleSystem 8.50200000e-03
1 ComputeVEMPerformance 4.14950000e-02
1 Factorize 2.63000000e-04
1 Solve 1.70000000e-05
1 ComputeErrors 4.94140000e-02
1 ExportSolution 3.72130000e-02
