VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;204;302;99;163;1.0349999999999999e-03;1.0349999999999999e-03;2.1919999999999999e-03;2.0000000000000001e-04;1.1000000000000000e-05
