VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;99;163;3.1022662729388195e-01;1.7273263395068066e-02;4.0602096882310545e-01;2.4907229052645086e-02;1.5575707347489234e+00;2.3141224688757056e+00;2.0952210690881850e+00;1046;1.5618909623059199e+01
