Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;7;12;4.0685444499642438e+00;4.0685444499642420e+00;1.0000000000000000e+00;1.8314824559559494e-16;2.5409265322487094e-16;0.0000000000000000e+00;1.3217303829622118e-16;1.6083881556224780e-16;2.0359365372782022e-16
1;8;12;5.1851138538709716e+00;5.1851138538709725e+00;1.0000000000000000e+00;1.3254562604471525e-16;2.7684752358617687e-16;0.0000000000000000e+00;1.6993709670344861e-17;1.2012732140888781e-16;3.4073767980294803e-16
2;6;6;6.4793152218654804e+00;6.4793152218654813e+00;1.0000000000000000e+00;1.8200548080610227e-16;2.7943589995337029e-16;1.1102230246251565e-16;1.1761890686855433e-17;1.1682254786894492e-16;2.1773716706174927e-16
3;8;6;1.1336604973983578e+01;1.1336604973983569e+01;1.0000000000000000e+00;2.3111352234962810e-16;3.4099710186582535e-16;2.2204460492503131e-16;1.8038237728848117e-16;1.3483365346113666e-16;4.5312206035166303e-16
4;4;6;5.3266867878978763e+00;5.3266867878978736e+00;1.0000000000000000e+00;1.8134291770127682e-16;1.8169658535602113e-16;2.2204460492503131e-16;2.1170851196487086e-17;2.4697271993937885e-16;5.6797294450075880e-17
5;5;6;6.2243768892323601e+00;6.2243768892323610e+00;1.0000000000000000e+00;1.9838644329783053e-16;1.6124532318559720e-16;1.1102230246251565e-16;1.3569710072116209e-17;4.6758222359341922e-17;9.9167937250541431e-17
6;4;6;6.0386157910600025e+00;6.0386157910600007e+00;1.0000000000000000e+00;1.2819751242557095e-16;3.2840839953582979e-16;0.0000000000000000e+00;2.1879163499961951e-17;0.0000000000000000e+00;0.0000000000000000e+00
7;6;12;3.5075145098774509e+00;3.5075145098774487e+00;1.0000000000000000e+00;2.0348831367998895e-16;3.3441341495832001e-16;4.4408920985006262e-16;2.6469955442674524e-17;1.5062848380062852e-16;1.7897941684207244e-16
8;5;6;5.1192796648376069e+00;5.1192796648376060e+00;1.0000000000000000e+00;2.0396099332657776e-16;3.2089414821698485e-16;0.0000000000000000e+00;3.9946166387858541e-17;4.1866873634851889e-17;1.1364755910069911e-16
9;10;18;3.0469413387713260e+01;3.0469413387713214e+01;1.0000000000000000e+00;1.5502450270978005e-15;9.4383624570905506e-16;1.1102230246251565e-16;3.4740692644469943e-17;2.3193743327850089e-16;5.0690887762513376e-15
10;6;6;5.5565576403145363e+00;5.5565576403145398e+00;1.0000000000000000e+00;1.2826009359230813e-16;1.6346950167652956e-16;2.2204460492503131e-16;3.1811341203275576e-17;1.8081561997481241e-16;2.4868336509223334e-16
11;6;12;3.6635888749936680e+00;3.6635888749936676e+00;1.0000000000000000e+00;1.2944338730181989e-16;3.2378200481107431e-16;0.0000000000000000e+00;1.2363123581643260e-17;9.5782920902001177e-17;2.3828307151991767e-16
12;7;12;3.8541689886366717e+00;3.8541689886366730e+00;1.0000000000000000e+00;1.3636074127090664e-16;2.4335023428049008e-16;0.0000000000000000e+00;1.3348668680812260e-16;1.3071413610701172e-16;4.4457184318376640e-16
