VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;324;901;578;256;2.0339999999999998e-03;1.5790000000000001e-03;8.5019999999999991e-03;2.6300000000000000e-04;1.7000000000000000e-05
