VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;578;256;2.0615259943574249e-01;1.1202920861173207e-02;2.9955069303539927e-01;1.3665841018979830e-02;1.5625094928121095e+00;2.3566794681871022e+00;2.0781652719158599e+00;942;1.9538152034312706e+01
