Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;3;3;1.4237462231543686e+01;1.4237462231543681e+01;1.0000000000000000e+00;2.2319809115406096e-16;2.2373817536243794e-15;2.2204460492503131e-16;1.2006221684380382e-16;1.6158793219552230e-16;6.1878359781538657e-32
1;3;3;4.1052629515278047e+00;4.1052629515278030e+00;1.0000000000000000e+00;2.0525524970989364e-16;1.8200548080610227e-16;0.0000000000000000e+00;3.0280290919521181e-17;2.1106147298175322e-16;6.0278278975963239e-32
2;3;3;3.1372407522223444e+01;3.1372407522223870e+01;1.0000000000000000e+00;2.8710590662641148e-16;4.5627693595858369e-14;2.2204460492503131e-16;5.3781430769140304e-17;3.1886199227903888e-16;8.8619886431814609e-31
3;3;3;1.0541755762914141e+01;1.0541755762914159e+01;1.0000000000000000e+00;2.9471925707673793e-16;1.5411219313923022e-15;0.0000000000000000e+00;1.7502448350918011e-17;3.4123456076243672e-16;6.9912727681425196e-32
4;3;3;1.2035242012423481e+01;1.2035242012423478e+01;1.0000000000000000e+00;1.0954463987129300e-15;1.1291370939158185e-15;1.1102230246251565e-16;2.1107927937707056e-17;7.6380031864124660e-16;5.7037180773553806e-32
5;3;3;3.3266526573052424e+01;3.3266526573052545e+01;1.0000000000000000e+00;4.0616986019397772e-16;2.2582741878316370e-16;0.0000000000000000e+00;4.3961907733900974e-17;5.8375827258105983e-17;1.5405797519630345e-32
6;3;3;1.2713925652733492e+01;1.2713925652733495e+01;1.0000000000000000e+00;5.6206468359461950e-16;2.0265371976382129e-15;2.2204460492503131e-16;5.0752469578857951e-17;2.8908883315450630e-16;2.2783160355841613e-31
7;3;3;6.7076512482808166e+00;6.7076512482808193e+00;1.0000000000000000e+00;2.9384665928569123e-16;2.7778695632645396e-16;2.2204460492503131e-16;1.8750615411131717e-16;2.1480220606465849e-16;6.7033301207495789e-32
8;3;3;3.4755449860128067e+00;3.4755449860128080e+00;1.0000000000000000e+00;3.4675960865501110e-16;3.1696899758840896e-16;1.1102230246251565e-16;3.6418988931378516e-17;2.7483667613083339e-16;1.5594695026625244e-31
9;3;3;2.6243099118232276e+01;2.6243099118232411e+01;1.0000000000000000e+00;4.0547530083330236e-16;5.0092534630518781e-15;0.0000000000000000e+00;1.5020475568476870e-16;1.6125625402593629e-16;1.8828546038075463e-31
