Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;6;12;6.2078989501056956e+00;6.2078989501056911e+00;1.0000000000000000e+00;3.2686536014830622e-16;2.8939569122999933e-16;2.2204460492503131e-16;2.2831364181430738e-17;2.6523877909314510e-16;2.3028985008593453e-16
1;5;9;3.2202103972499039e+00;3.2202103972499039e+00;1.0000000000000000e+00;1.0637122930226487e-16;2.7767138030467305e-16;0.0000000000000000e+00;3.6130076267923708e-17;1.1806155143767228e-16;1.4625272457240151e-16
2;5;9;3.3328729445013270e+00;3.3328729445013274e+00;1.0000000000000000e+00;2.1784885520227583e-16;3.5392893844130138e-16;0.0000000000000000e+00;3.4132108024179469e-16;1.7332362056972103e-16;1.4326967660818737e-16
3;7;15;7.0400604680367946e+00;7.0400604680367893e+00;1.0000000000000000e+00;2.0689562390498190e-16;5.1923705682320179e-16;0.0000000000000000e+00;2.5282422368728112e-17;3.1083530080012825e-16;3.2800497178904463e-16
4;6;12;5.5142043841176775e+00;5.5142043841176775e+00;1.0000000000000000e+00;2.5652800780281551e-16;1.0416047884577638e-16;0.0000000000000000e+00;1.4821672533539397e-16;1.3148471433105878e-16;1.6557353994897009e-16
5;5;9;5.0204935324273219e+00;5.0204935324273254e+00;1.0000000000000000e+00;1.3067738457833281e-16;1.4989724041661927e-16;1.1102230246251565e-16;5.4655660704565259e-17;1.2598368775141979e-16;2.0138114863182400e-16
6;6;12;8.0635664785752770e+00;8.0635664785752823e+00;1.0000000000000000e+00;3.5449531572542278e-16;8.2309049124055412e-16;1.1102230246251565e-16;1.8405566000157338e-16;3.3543773778024451e-16;3.2577718919207514e-16
7;6;12;8.4877918324990862e+00;8.4877918324990898e+00;1.0000000000000000e+00;6.5769053808746883e-17;8.2121889969340572e-16;0.0000000000000000e+00;1.9083847887389645e-17;1.8797109172115760e-16;3.6890735303396121e-16
8;6;12;4.2310828299373675e+00;4.2310828299373684e+00;1.0000000000000000e+00;2.0584085788909645e-16;3.3558717719549955e-16;0.0000000000000000e+00;3.0183595670768074e-17;1.6579165745095317e-16;4.0677531675922976e-16
9;7;15;4.5307707170368312e+00;4.5307707170368321e+00;1.0000000000000000e+00;1.3432630481956212e-16;3.3050921172217508e-16;2.2204460492503131e-16;1.9783873130445998e-16;1.4682656380275442e-16;4.0253434996192155e-16
10;7;15;5.4321196400215817e+00;5.4321196400215808e+00;1.0000000000000000e+00;1.4677305235901242e-16;2.6449271438799263e-16;2.2204460492503131e-16;2.5213030337887088e-16;2.8269530537266430e-16;4.0003528271656204e-16
11;7;15;4.5082048277380364e+00;4.5082048277380373e+00;1.0000000000000000e+00;2.0619142446364797e-16;3.7997440461724497e-16;2.2204460492503131e-16;2.3906172040153367e-16;2.1810683983440965e-16;3.5415559804726897e-16
12;5;9;6.5919883759143696e+00;6.5919883759143687e+00;1.0000000000000000e+00;2.0638592636942174e-16;4.9584777822562115e-16;1.1102230246251565e-16;1.9739645845505679e-17;9.2314586987691359e-17;6.3530668275823509e-17
13;6;12;1.1810095050489451e+01;1.1810095050489457e+01;1.0000000000000000e+00;1.9877160733502745e-16;4.2622578540008767e-16;2.2204460492503131e-16;9.6259134114080862e-18;2.5028042000799946e-16;5.3867353919434778e-16
14;6;12;5.2769173881499665e+00;5.2769173881499709e+00;1.0000000000000000e+00;1.4648573126320003e-16;1.2901258733650397e-16;2.2204460492503131e-16;2.1987767188814956e-17;2.1361384923136219e-16;2.0379309607484844e-16
15;5;9;4.4009337270040758e+00;4.4009337270040758e+00;1.0000000000000000e+00;1.4582687156102517e-16;2.3822412911921949e-16;2.2204460492503131e-16;1.7658042750773954e-16;1.7206793744143544e-16;2.4857443411161799e-16
16;5;9;4.5314213696243515e+00;4.5314213696243550e+00;1.0000000000000000e+00;1.8549918689772906e-16;2.1573897883636653e-16;2.2204460492503131e-16;2.9043652753745592e-17;1.4939463020631341e-16;1.6236122108989047e-16
17;7;15;1.0719754441131659e+01;1.0719754441131665e+01;1.0000000000000000e+00;3.2941480735399302e-16;4.6561305187160497e-16;0.0000000000000000e+00;2.8276147663389360e-16;2.9338480328665700e-16;5.7470226330779745e-16
