VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;962;1396;435;883;3.5630000000000002e-03;5.4250000000000001e-03;9.8560000000000002e-03;1.1400000000000000e-03;4.8000000000000001e-05
