VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;1098;1905;808;1001;6.7520000000000002e-03;6.2589999999999998e-03;1.7316000000000002e-02;1.5420000000000000e-03;4.8999999999999998e-05
