VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;186;155;1.0000000000000000e+00;5.3516411514467031e-02;6.0982437041824256e-01;8.2530171490940774e-02;1.5297845033985333e+00;2.2284527492607271e+00;1.9725924564525552e+00;2456;3.7245720811868891e-14
