Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;3;3;8.9822561206094882e+00;8.9822561206094811e+00;1.0000000000000000e+00;5.8841049423522434e-16;9.8163416468033185e-16;0.0000000000000000e+00;1.3090546006891205e-16;2.8093487902280286e-16;3.3518585555865991e-31
1;3;3;1.3958970403232417e+01;1.3958970403232472e+01;1.0000000000000000e+00;2.5639502485114189e-16;4.7381079129136163e-15;0.0000000000000000e+00;1.2054101893926930e-16;4.2746939381088133e-17;1.2617135398439331e-32
2;3;3;3.2977264472062053e+00;3.2977264472062053e+00;1.0000000000000000e+00;3.1442710413047747e-16;3.1442710413047747e-16;2.2204460492503131e-16;2.9736570134751499e-17;2.3352498388797659e-16;1.0616750460329267e-31
3;3;3;2.0057099191814288e+01;2.0057099191814316e+01;1.0000000000000000e+00;2.5689530830217451e-16;7.3259298238237975e-16;0.0000000000000000e+00;1.4968301477245969e-17;5.4824063707590602e-17;3.2020273386828628e-32
4;3;3;3.2977263031753465e+00;3.2977263031753465e+00;1.0000000000000000e+00;1.2972613672955990e-16;1.8238276434864138e-16;0.0000000000000000e+00;2.8953393262658527e-17;1.0458441629881181e-16;4.3504716714092199e-32
5;3;3;2.1086441697494383e+01;2.1086441697494468e+01;1.0000000000000000e+00;3.1564976760585932e-16;3.8794854397055958e-15;0.0000000000000000e+00;4.6432626330627321e-17;1.8121175116875250e-17;1.1721642080469248e-31
6;3;3;3.2977277773745710e+00;3.2977277773745715e+00;1.0000000000000000e+00;1.2831192055951131e-16;2.8917864961800278e-16;0.0000000000000000e+00;2.2007571469336797e-16;1.0452641455896462e-16;6.1824881900035312e-32
7;3;3;1.0633316565676866e+01;1.0633316565676866e+01;1.0000000000000000e+00;2.6431630432617469e-16;1.0776007658460907e-15;2.2204460492503131e-16;2.6415095176303209e-17;5.1947276642098298e-17;1.2755041142867088e-31
8;3;3;2.4272505227293312e+01;2.4272505227293379e+01;1.0000000000000000e+00;2.5689530830217451e-16;3.3244736776804226e-15;4.4408920985006262e-16;4.1441405332213339e-17;8.7494322771423548e-17;3.9453523486797886e-32
9;3;3;3.2977258117759249e+00;3.2977258117759249e+00;1.0000000000000000e+00;9.0649330367367902e-17;6.6071485584007679e-17;0.0000000000000000e+00;2.7445605317355338e-17;1.4769414587832016e-16;3.4831344122138487e-32
