TotProc Type Time
1 CreateMesh 8.94000000e-04
1 SetVariables 1.40000000e-05
1 ComputeGeometricProperties 4.44000000e-04
1 CreateVEMSpace 2.12000000e-04
1 AssembleSystem 1.61900000e-03
1 ComputeVEMPerformance 1.04770000e-02
1 Factorize 9.00000000e-05
1 Solve 9.00000000e-06
1 ComputeErrors 5.40100000e-03
1 ExportSolution 1.05620000e-02
