Id;error_L2;error_H1;norm_L2;norm_H1
0;4.6009327433261901e-13;4.9551551463156493e-07;5.4410482973835292e-05;7.1971638175618849e-08
1;6.4077949720435614e-15;3.7585473393791802e-08;1.9287934366091104e-05;9.2146735255114309e-08
2;1.2390571816056244e-10;4.7119171204774903e-06;2.5330067782887563e-04;1.0968385621397949e-04
3;5.3683328462853076e-12;1.5281169336801342e-06;1.2476005659915789e-04;2.8947469033328975e-06
4;6.3235960416069911e-13;9.1991611481435249e-07;1.1795215642058280e-04;7.8260470888949418e-06
5;2.5391531575974915e-12;1.8191693093901368e-06;1.3827005756358748e-04;4.7821834286505869e-05
6;9.9472863514799530e-13;1.2854625718847086e-07;4.0494232720486628e-05;1.7833607890939138e-05
7;2.2595358471406054e-11;1.2978836125500680e-06;1.0571318784611492e-04;2.7822973648526013e-05
8;1.4672136667214323e-11;3.1517091013657091e-06;1.3988637993658351e-04;1.4040341358477144e-05
9;1.8150371061443183e-13;1.0657406667470097e-07;2.4785116415591028e-05;1.0580758632808842e-05
10;1.7771086595385218e-13;8.7968282747236585e-08;4.1385161687138848e-05;1.3794246389876524e-06
11;2.9693788461056849e-13;5.8329475627405955e-08;1.9095409972617730e-05;8.2750504151577137e-07
12;3.8072224840995422e-11;2.3414078989162413e-06;1.6296685580982685e-04;6.2812865232782998e-05
13;2.5418192705471339e-13;2.8354351329231165e-07;5.5055209261556211e-05;7.1599745357658911e-06
14;3.1530068166220142e-12;1.0512484736737026e-06;8.3781393625971447e-05;3.1833044708294567e-05
15;1.9192300478522353e-11;9.1254145560479982e-07;5.2239931596338746e-05;1.7605730124998988e-06
16;9.8058383202120703e-11;8.1220978120099135e-06;4.4094513436249209e-04;1.1939006110464942e-04
17;2.8981547349894418e-11;1.6270952860100904e-07;2.8934079553708657e-05;1.6919648479237456e-05
18;4.6472273232672680e-11;5.9802524469409043e-06;2.8330512229058675e-04;1.1520405681036111e-04
19;2.5971927319175810e-11;1.1263990968264618e-05;3.9807515929511547e-04;8.3733818793403988e-05
20;8.5755241012840775e-13;3.2969463693365955e-07;3.0963757117599512e-05;1.6371417167100968e-06
21;8.4371461114838139e-12;1.6700829363719504e-06;1.9603675323303721e-04;1.0566880624552800e-04
22;1.0631171926847391e-10;6.6678056114121129e-06;3.8023178006285879e-04;3.8978822503658921e-04
23;3.3361340449675759e-14;8.0822885623588817e-09;4.6063570138770961e-06;1.9961779597671730e-07
24;3.5497754843293971e-11;2.1841724336108368e-07;3.7893823839564965e-05;2.3257387450533467e-05
25;3.7395813690025624e-15;6.7105490146091245e-09;8.2446599783888384e-06;9.5554188862603061e-06
26;2.1560204288212208e-12;1.4493296725041709e-07;3.1729764160975207e-05;3.3484658656970023e-05
27;2.0529608307435635e-14;3.3197330332637411e-08;4.9273134400049982e-06;4.8868680722683629e-06
28;1.1819964728946248e-12;4.0818199680367207e-08;1.3235180074150399e-05;1.2958659504361513e-05
29;4.8245406484213087e-15;8.6839435644328537e-09;8.3926720221346313e-06;1.0852580258013588e-05
30;5.2865073361370646e-15;6.6061544172827186e-08;2.2829539956933364e-05;4.3567469933328428e-05
31;1.8973392878371692e-13;7.5684671106431467e-08;3.6346750399947157e-05;6.5509567327611632e-05
32;4.9030147838596780e-13;6.2739288307034686e-07;8.7153174384942979e-05;1.2170605142061995e-04
33;1.0312494358347530e-14;5.2385595055599564e-08;1.7092349736974744e-05;2.7161839098414005e-05
34;6.2964611917267017e-15;2.3241281613908393e-08;2.1105097440023900e-05;2.8714251642789990e-05
35;2.0769625163404622e-13;2.8138309966914317e-08;1.7522788357292851e-05;2.7742555490872992e-05
36;1.1575909769538881e-12;7.2504320461339719e-08;1.6611353364742026e-05;1.6277048276497749e-05
37;1.7219009353904797e-12;2.1228048801823150e-07;1.6915647387662141e-05;1.2861208341752549e-05
38;1.1946858959089479e-12;1.0751576422133118e-07;1.2235071615577062e-05;1.3822790806728384e-05
39;5.7674199744024008e-13;2.5182198930271724e-07;1.6012509939959168e-05;1.1983761305804515e-05
40;6.9555589959167002e-12;1.5236268313016430e-06;1.1339045033468615e-04;8.8264962289878295e-05
41;4.6724623660076556e-12;1.8879804383914869e-06;1.9595685955966840e-04;1.7294148966345567e-04
42;4.4288995160087543e-12;1.3679510797620874e-06;1.7669561821236670e-04;1.7763309098107102e-04
43;3.6874408127216904e-12;6.3646677814839016e-07;1.0451354243029014e-04;1.7197633031538090e-04
44;2.9311912512139551e-12;6.5634163790400970e-07;9.6070272668243825e-05;1.3566762647468055e-04
45;1.3854128299821110e-11;3.0228940562558615e-06;2.9231935706573340e-04;4.3484790363892761e-04
46;1.3522613891838817e-11;9.6726468034036603e-07;1.3228909826856696e-04;1.6261972249457043e-04
47;1.3647950533921191e-11;4.5066923252368452e-06;3.9870244714688920e-04;5.7415434661095630e-04
48;3.4012662778046306e-12;9.8353499836310978e-07;1.7422589871408657e-04;2.8470126440809822e-04
49;6.0007583971350869e-12;2.5899544011247598e-06;2.7944059487231698e-04;2.8457212814725851e-04
50;1.6092406801063460e-12;1.3321150958963928e-07;5.3074282295094209e-05;1.0491043555879918e-04
51;4.9067413317672450e-11;4.8566232469800960e-06;2.8422010118252629e-04;2.7539392366672928e-04
52;5.9234619454158464e-12;1.1814765280142251e-06;1.6190314475762209e-04;2.1746762556702944e-04
53;9.5502403580014054e-12;3.9529553910402821e-07;5.9417426779886798e-05;4.1846471863594739e-05
54;1.1806207307893892e-11;2.8793561037302148e-06;2.8469112297940449e-04;5.3238173759703874e-04
55;4.8633865421782439e-13;5.2469032247299490e-08;3.0506912382598367e-06;1.3372303229505854e-06
56;2.4961905643582939e-14;4.7832569794749012e-08;1.7663218220981301e-05;7.9793608645369398e-06
57;3.1028668630781523e-13;9.5290745104879174e-08;2.0862797706194988e-05;1.0931368700208132e-05
58;9.4796594561626358e-13;2.3034737794603149e-07;5.3560531541122358e-05;3.1840876745218452e-05
59;3.9410310262244070e-13;3.5596119306106870e-07;7.6695663010112547e-05;3.8824455285544013e-05
