VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;4356;12805;8450;4096;2.7538000000000000e-02;2.3261000000000000e-02;8.8843000000000005e-02;3.7989999999999999e-03;2.0100000000000001e-04
