TotProc Type Time
1 CreateMesh 1.85360000e-02
1 SetVariables 1.40000000e-05
1 ComputeGeometricProperties 2.31920000e-02
1 CreateVEMSpace 4.10700000e-03
1 AssembleSystem 4.71210000e-02
1 ComputeVEMPerformance 1.99593000e-01
1 Factorize 5.43800000e-03
1 Solve 2.35000000e-04
1 ComputeErrors 1.31332000e-01
1 ExportSolution 2.93153000e-01
