VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;212;181;1.0000000000000000e+00;5.7234217167308761e-02;6.3933626653783437e-01;8.4669221847673004e-02;1.5269398065722837e+00;2.2213624901877074e+00;1.9689993268800210e+00;3504;4.7808048211523369e-14
