Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;7;12;5.1132551835287590e+00;5.1132551835287545e+00;1.0000000000000000e+00;1.1652384351680995e-16;1.9938506447423089e-16;2.2204460492503131e-16;1.7125807914632916e-16;3.8101774789913331e-17;1.8522996796605240e-16
1;6;12;5.3501243147978546e+00;5.3501243147978563e+00;1.0000000000000000e+00;2.5639502485114189e-16;3.6935083285059643e-16;0.0000000000000000e+00;4.4986054771737088e-17;1.7336033708177233e-16;2.8754578752778578e-16
2;6;12;4.8813041898512237e+00;4.8813041898512246e+00;1.0000000000000000e+00;1.2969112606875562e-16;1.9593418169915861e-16;0.0000000000000000e+00;3.3072651162349817e-17;8.7921663819964027e-17;1.6273148661314594e-16
3;8;12;4.6596383775483172e+00;4.6596383775483154e+00;1.0000000000000000e+00;2.0592429326837384e-16;3.4985585212914938e-16;4.4408920985006262e-16;2.3244898371993800e-17;1.2739117726845741e-16;2.1048545415888174e-16
4;4;6;1.1245566333239989e+01;1.1245566333239987e+01;1.0000000000000000e+00;1.3692965522274533e-16;1.3691500328805859e-16;1.1102230246251565e-16;1.6060611572153081e-16;4.1138771477842659e-17;4.4565853017184997e-17
5;8;12;6.6649740270500146e+00;6.6649740270500049e+00;1.0000000000000000e+00;1.3073877870179422e-16;2.6525580226443121e-16;2.2204460492503131e-16;2.3790966234848905e-17;3.2103712029611650e-17;2.4327602705139719e-16
6;7;12;4.2761081835329460e+00;4.2761081835329477e+00;1.0000000000000000e+00;2.2384431506400735e-16;4.1627580610244642e-16;2.2204460492503131e-16;1.3413927878970288e-16;1.9323333763657367e-16;2.4740343781980240e-16
7;7;6;3.9668698976635346e+00;3.9668698976635333e+00;1.0000000000000000e+00;1.8467541642529822e-17;3.0685978549305755e-16;0.0000000000000000e+00;2.3089291841695908e-17;1.4784497691089689e-16;3.4958989025668503e-16
8;6;6;3.4476720478694913e+00;3.4476720478694891e+00;1.0000000000000000e+00;1.4736388290082127e-16;2.7386892509441684e-16;2.2204460492503131e-16;1.9190282964443712e-17;1.4054093582316331e-16;1.4665292835314835e-16
9;6;12;6.7943146339073293e+00;6.7943146339073257e+00;1.0000000000000000e+00;2.0669386726601580e-16;4.4637350025501719e-16;1.1102230246251565e-16;1.7603650519827571e-16;3.6162106263680292e-17;2.2435986323166231e-16
10;9;12;6.9676988949463903e+00;6.9676988949463841e+00;1.0000000000000000e+00;1.7058016173181011e-16;2.4575385299371357e-16;0.0000000000000000e+00;1.1700527568485654e-16;8.3893002425031055e-17;3.2145349294500994e-16
11;7;12;5.0976734233870413e+00;5.0976734233870387e+00;1.0000000000000000e+00;1.8872909155062486e-16;3.4110445459172661e-16;4.4408920985006262e-16;1.8872810227164243e-16;2.1753510918694853e-16;6.1199608446756543e-16
12;7;12;6.4701198518079464e+00;6.4701198518079437e+00;1.0000000000000000e+00;4.4456329524668101e-16;3.2998070281577585e-16;0.0000000000000000e+00;4.2124940481586935e-17;2.6403055596760285e-16;8.1876007804031766e-16
13;8;12;6.2662413803404702e+00;6.2662413803404728e+00;1.0000000000000000e+00;1.8245684848627508e-16;2.9802259858718437e-16;0.0000000000000000e+00;3.2536400405786890e-17;1.0650965551527395e-16;3.5740987319853179e-16
14;8;12;5.0496298915965472e+00;5.0496298915965481e+00;1.0000000000000000e+00;2.6452874068061032e-16;3.0719012992176748e-16;1.1102230246251565e-16;1.4922071994569679e-17;1.1331548952424268e-16;3.6511808453490566e-16
15;7;12;1.0108688744464258e+01;1.0108688744464263e+01;1.0000000000000000e+00;1.8204956594198100e-16;3.7685711348249145e-16;1.1102230246251565e-16;2.0878618333237292e-17;8.9841382197224233e-17;9.0567850991095282e-16
16;9;12;8.4139648964904872e+00;8.4139648964904854e+00;1.0000000000000000e+00;1.9246312009589744e-16;5.4230019593204184e-16;0.0000000000000000e+00;1.9236571902766764e-16;8.2260447248322788e-17;4.7603562908731874e-16
17;7;12;6.7379232304744434e+00;6.7379232304744443e+00;1.0000000000000000e+00;2.9766729345441698e-16;3.5825714852005222e-16;1.1102230246251565e-16;4.8467162059983804e-17;1.0332501213355784e-16;6.6668472307239556e-16
18;4;6;3.4020453097777565e+00;3.4020453097777565e+00;1.0000000000000000e+00;1.2819751242557095e-16;7.1664588082487647e-17;2.2204460492503131e-16;3.0402271142819209e-17;1.8807815914666508e-16;7.8504622934188758e-17
19;10;12;4.1406942774518107e+00;4.1406942774518098e+00;1.0000000000000000e+00;1.4775391159099471e-16;2.5346757792963889e-16;0.0000000000000000e+00;1.9746671518955330e-17;9.4074889292847520e-17;4.2122715327688729e-16
20;7;12;4.2303546658596174e+00;4.2303546658596209e+00;1.0000000000000000e+00;7.1776476656602870e-17;3.1026504538370955e-16;2.2204460492503131e-16;1.7951551999316530e-17;1.5495063034733974e-16;3.1400411678194949e-16
21;7;12;3.9068329782157951e+00;3.9068329782157973e+00;1.0000000000000000e+00;1.9455989104597973e-16;2.1115226310074093e-16;1.1102230246251565e-16;1.3494669950113078e-16;1.3846578333928455e-16;2.7215988380067789e-16
22;10;18;4.1568546856471773e+00;4.1568546856471773e+00;1.0000000000000000e+00;7.2589420422138335e-17;1.3957428848172372e-16;0.0000000000000000e+00;3.6220847073387672e-17;6.3982434154523360e-17;4.8066013306033567e-16
23;5;6;3.2525800551934769e+00;3.2525800551934783e+00;1.0000000000000000e+00;3.2049378106392736e-17;1.3238565818820347e-16;0.0000000000000000e+00;1.6244321497631447e-16;2.2744505022493047e-17;1.5196415281051712e-16
24;9;12;6.0757410008460928e+00;6.0757410008460901e+00;1.0000000000000000e+00;4.1479483740899742e-17;3.8659173138203852e-16;1.1102230246251565e-16;1.5433798642398019e-17;1.1217264350459651e-16;5.6033151128123810e-16
25;4;6;3.1119002741380744e+00;3.1119002741380726e+00;1.0000000000000000e+00;9.3439190999042102e-17;2.2789451690122442e-16;2.2204460492503131e-16;4.1992273204378084e-17;9.1371660623069241e-17;6.5092594645258374e-17
26;7;12;7.9139883628278236e+00;7.9139883628278236e+00;1.0000000000000000e+00;2.1566457325428242e-16;2.0534380801976041e-16;0.0000000000000000e+00;1.3830652369796741e-16;6.9119902937368331e-17;3.7589200194607919e-16
27;10;21;4.5961078219169780e+00;4.5961078219169780e+00;1.0000000000000000e+00;2.8887703722724539e-16;2.7493588534722224e-16;3.3306690738754696e-16;1.7069073925430116e-16;1.4605981980776388e-16;5.9372225615182291e-16
