VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;151;201;51;125;6.7400000000000001e-04;5.8799999999999998e-04;1.8200000000000000e-03;2.0599999999999999e-04;9.0000000000000002e-06
