Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;8;18;8.6937137263767816e+00;8.6937137263767852e+00;1.0000000000000000e+00;2.5743358727480562e-16;3.1743069681098846e-16;0.0000000000000000e+00;1.4369334204543179e-17;1.9712737738281601e-16;4.9324025912233136e-16
1;5;9;3.4926896556231322e+00;3.4926896556231304e+00;1.0000000000000000e+00;8.9580735103109559e-18;3.6171099083205398e-16;0.0000000000000000e+00;2.1104373788592704e-16;1.3056597663649570e-16;1.8544510392421952e-16
2;7;15;6.6851877698079774e+00;6.6851877698079711e+00;1.0000000000000000e+00;2.3332299449764028e-16;3.5472161342847354e-16;2.2204460492503131e-16;1.4840129690762849e-16;7.6970334069724928e-17;6.5021360642442386e-16
3;5;9;3.8603593849198261e+00;3.8603593849198261e+00;1.0000000000000000e+00;6.4098756212785473e-17;1.5726458714272823e-16;0.0000000000000000e+00;2.1275744559252508e-16;9.1196888761460005e-17;1.6213865591180214e-16
4;4;6;6.6658685482589810e+00;6.6658685482589837e+00;1.0000000000000000e+00;1.9246312009589744e-16;2.6465005632132876e-16;0.0000000000000000e+00;2.9287805193429802e-17;7.1795711100063166e-17;8.8657777918975651e-17
5;5;9;4.9164120777555054e+00;4.9164120777555054e+00;1.0000000000000000e+00;1.4458688631136583e-16;4.5389352736212893e-16;2.2204460492503131e-16;1.5416228093522178e-16;1.6668265602016820e-16;1.2750512566015755e-16
6;6;12;5.6192372815187515e+00;5.6192372815187541e+00;1.0000000000000000e+00;8.6759300362055977e-17;2.1301575519330357e-16;2.2204460492503131e-16;2.2765154391002785e-17;1.0572972817871200e-16;2.4945661358736201e-16
7;6;12;1.1203914130272564e+01;1.1203914130272569e+01;1.0000000000000000e+00;1.2258167040904300e-16;3.4883185689860494e-16;1.1102230246251565e-16;9.3529773697027955e-18;3.4827770612075776e-17;1.0078392563142871e-16
8;5;9;3.5361316317841203e+00;3.5361316317841220e+00;1.0000000000000000e+00;1.3854638854571220e-16;1.4758069276260935e-16;2.2204460492503131e-16;2.6282705043110492e-17;1.1261250885314180e-16;1.9109191702223287e-16
9;6;12;8.4011547923504750e+00;8.4011547923504750e+00;1.0000000000000000e+00;2.0286625027126801e-16;3.3035742792003843e-16;0.0000000000000000e+00;2.0301615982611029e-17;6.2302616456018045e-17;3.8820615418653684e-16
10;6;12;3.8967526589238690e+00;3.8967526589238681e+00;1.0000000000000000e+00;7.2222297568332486e-17;3.0176876501240119e-16;0.0000000000000000e+00;2.4940340669898492e-17;1.1154147547579304e-16;2.8330748389751031e-16
11;6;12;4.4582623527250140e+00;4.4582623527250140e+00;1.0000000000000000e+00;2.5749592363682463e-16;3.4576887316802896e-16;1.1102230246251565e-16;1.6458598417706327e-16;7.4955890475503909e-17;2.0492878084111346e-16
12;5;9;8.9871139124089865e+00;8.9871139124089954e+00;1.0000000000000000e+00;2.2617361668030126e-16;4.0042219093903424e-16;0.0000000000000000e+00;3.0349944256799486e-17;7.6535994939563987e-17;2.0033615370598271e-16
13;8;18;7.9156642982682994e+00;7.9156642982683003e+00;1.0000000000000000e+00;4.0811497410846291e-16;6.1049205249523874e-16;1.1102230246251565e-16;4.4184770777194548e-17;1.0396716005318873e-16;6.9799898471790944e-16
14;6;12;5.5546613460558172e+00;5.5546613460558172e+00;1.0000000000000000e+00;2.0525524970989362e-17;4.2573474081532616e-16;2.2204460492503131e-16;1.8290603937708932e-16;8.0080028267685075e-17;3.2511143129764292e-16
15;5;9;3.8605573725678775e+00;3.8605573725678779e+00;1.0000000000000000e+00;1.5202354861220294e-16;1.6825923505856186e-16;0.0000000000000000e+00;2.2745470677853835e-16;9.5848018090925677e-17;2.2398766718569015e-16
