TotProc Type Time
1 CreateMesh 2.08500000e-03
1 SetVariables 1.50000000e-05
1 ComputeGeometricProperties 2.12500000e-03
1 CreateVEMSpace 6.86000000e-04
1 AssembleSystem 6.91900000e-03
1 ComputeVEMPerformance 1.53300000e-02
1 Factorize 7.53000000e-04
1 Solve 3.10000000e-05
1 ComputeErrors 1.61960000e-01
1 ExportSolution 3.32350000e-02
