VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;1024;961;7.7639733140310196e-02;1.7308639392669754e-03;1.2157778433660284e-01;7.2963849097207323e-04;1.5708212834690449e+00;2.3782762685646630e+00;2.0994321093863650e+00;4621;9.3404891242131001e+00
