Id;error_L2;error_H1;norm_L2;norm_H1
0;3.3223639346209924e-10;1.5039749657808094e-05;7.5049159536928929e-04;4.6018620573746571e-05
1;1.5483021942306744e-10;8.5235599675929546e-06;6.0429637318887806e-04;1.7633609121685051e-04
2;5.7142970587002639e-10;2.1629702656914680e-05;9.8246985136478610e-04;7.7600284284331448e-04
3;5.3983374238087499e-10;2.0289978036157340e-05;1.0345718726227221e-03;1.7582188515164806e-03
4;7.5199997052890648e-10;2.6619326346140463e-05;1.2624039682550539e-03;3.7649292213961811e-03
5;1.3502826577750653e-10;6.8638270059236893e-06;7.7008510508733206e-04;3.2768233193078825e-03
6;9.3019713170136978e-11;4.6139081993005711e-06;6.7754429215776085e-04;3.4856116107408667e-03
7;1.9626498696714073e-10;7.7600493388831753e-06;9.4418064258814196e-04;5.8057128762294078e-03
8;8.1620707470246840e-11;3.4775975965652248e-06;6.8440439665405140e-04;4.8819175584964465e-03
9;3.2513267876738647e-10;1.0320718879243442e-05;1.2923873377806085e-03;1.0621913852598039e-02
10;1.5010348919136606e-10;5.6246229124696006e-06;1.1318039835911469e-03;1.0702777982046819e-02
11;8.9967529027292009e-12;4.0013553408572834e-07;1.2399772381541213e-04;1.2393126168497451e-03
12;3.0075153568242197e-10;7.5612505820486540e-06;1.6274126240245668e-03;1.7198781370103545e-02
13;3.1979880972710961e-11;1.1199873778014157e-06;4.9526134495791801e-04;5.5595883667851360e-03
14;1.1227627558452807e-10;2.5775132434463311e-06;1.1272333126495088e-03;1.2934425532556963e-02
15;7.4821555778065451e-11;1.7653609706750731e-06;8.5626719924860499e-04;9.9883664116824557e-03
16;9.9850994578772628e-11;2.1001843738444819e-06;1.0044117568717976e-03;1.1683410766751971e-02
17;6.1881924981190395e-11;1.5501814631299122e-06;7.1130109662321671e-04;8.1596069289880911e-03
18;1.9981994698584646e-10;3.9425097587241683e-06;1.2966747300928105e-03;1.4301406674212692e-02
19;1.1229315523809998e-11;3.8483233234273968e-07;1.5232374494380776e-04;1.6244363071774906e-03
20;1.6650515605444683e-10;4.3879585620387708e-06;1.1233597976550210e-03;1.1464050229895297e-02
21;2.5851787292162733e-10;6.7617337490080014e-06;1.1992789741965756e-03;1.1040058425649134e-02
22;3.5687953119329746e-10;9.2590536540787086e-06;1.1998958764973537e-03;9.5501136655904047e-03
23;5.3222463105037777e-11;2.2933964074138177e-06;5.2292349271744715e-04;3.6694164888942272e-03
24;5.3825218398854132e-10;1.5869270208474221e-05;1.2604144043704716e-03;7.4446791861371136e-03
25;2.6541812283081461e-10;8.4490191555342635e-06;8.7067349259683222e-04;3.9646143059858512e-03
26;3.0484355721728056e-11;2.0965845260950273e-06;3.7395181918768868e-04;1.4242073090703483e-03
27;2.4704203994418671e-10;9.6875250437963265e-06;8.3260361122639405e-04;2.5635304018194406e-03
28;1.8056820061951064e-10;8.1141865902933707e-06;7.1562327905849894e-04;1.5711018409790990e-03
29;1.0638763784636483e-09;3.4472919899093617e-05;1.2274073174083668e-03;1.4698504634081825e-03
30;4.0135955176116757e-10;1.6029754296861688e-05;8.2955971274841530e-04;3.5018733342111137e-04
31;5.5039624104248919e-10;2.1553437147702197e-05;8.8327404952085571e-04;6.5450547257340510e-05
32;1.5962333751017319e-09;4.2858317450274674e-05;1.3371619555234381e-03;4.6136623264908169e-04
33;7.3989070788883797e-10;2.7301096624216286e-05;1.0980235974805790e-03;5.6050357622464413e-04
34;2.7689904450650220e-09;5.4016306037526219e-05;1.8228324795628475e-03;1.6157343320162419e-03
35;2.7405744332379798e-09;5.0204558860365661e-05;1.9661534736312315e-03;3.0747792135186651e-03
36;4.0835481260528643e-09;6.1216257081968809e-05;2.4572098047211527e-03;6.1035756520162431e-03
37;9.7957838542924510e-10;2.1226811940246658e-05;1.5274178624664113e-03;5.1640810847131281e-03
38;7.3947349488653655e-10;1.5710219146825168e-05;1.3600621587307384e-03;5.5056165952799881e-03
39;1.5472120898504675e-09;2.3126254733417623e-05;1.9177247714339998e-03;9.0955578387753762e-03
40;8.4884233914507473e-10;1.2771338508767031e-05;1.4050464834446130e-03;7.6277614338647664e-03
41;2.8261411416300442e-09;2.9230426625051726e-05;2.6821448969231313e-03;1.6537471356644042e-02
42;2.0925521416355162e-09;1.9496931198980085e-05;2.3750049698040092e-03;1.6494124632679793e-02
43;1.4862645805707362e-10;1.5706737550409937e-06;2.6152874557480602e-04;1.9218948888422695e-03
44;4.0187718963190020e-09;2.6511716231928527e-05;3.4490076178485696e-03;2.6600976307341692e-02
45;7.3507706126919961e-10;5.8303540776899315e-06;1.0550615378749667e-03;8.5549550425942939e-03
46;2.1261494609608739e-09;1.3448432304922451e-05;2.4066616290629563e-03;1.9964064121699203e-02
47;1.4964846868552146e-09;9.7500319565834567e-06;1.8308524647651365e-03;1.5402944838292578e-02
48;1.8913786551273337e-09;1.1550240233201109e-05;2.1471231425148180e-03;1.8027857834081940e-02
49;1.2139291225670777e-09;8.2583024825007622e-06;1.5184684207483388e-03;1.2575718598185622e-02
50;2.9551820155041427e-09;1.7334444858298114e-05;2.7586094892163354e-03;2.2108462769400379e-02
51;2.0663439952445732e-10;1.8310372466125742e-06;3.2306550634113957e-04;2.5103740803660603e-03
52;2.4241796366197689e-09;1.6993388609697347e-05;2.3728779565440478e-03;1.7665470558902045e-02
53;2.8801475565255098e-09;2.2031408699950940e-05;2.5113868955774906e-03;1.7079681647647203e-02
54;3.0937992162561818e-09;2.6771273455382522e-05;2.4840578718000874e-03;1.4895397669226264e-02
55;6.6319402889765561e-10;9.1790363740898716e-06;1.0720254839155965e-03;5.7120121711967554e-03
56;4.0072091090646153e-09;3.9927807268592738e-05;2.5526230003574328e-03;1.1640158051442841e-02
57;1.7224261484160557e-09;2.4667665690925946e-05;1.7353351891934671e-03;6.3650692836492301e-03
58;2.9517292335575925e-10;8.4663438194305862e-06;7.3738109205544991e-04;2.2850907103418357e-03
