VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;1089;2112;1024;961;4.9109999999999996e-03;6.0210000000000003e-03;1.3656000000000000e-02;8.9700000000000001e-04;5.7000000000000003e-05
