Id;error_L2;error_H1;norm_L2;norm_H1
0;4.6692185514287479e-06;1.0994355481598825e-03;6.7420251854210349e-03;6.7694633304899374e-03
1;4.3213164422986280e-06;2.4142780649086025e-03;7.3022311691207566e-03;6.0420265772005311e-03
2;4.7737999376329795e-07;1.0019857478402970e-03;4.2248279079042496e-03;4.7350292987316392e-03
3;3.7362296523270042e-06;1.7421152390032966e-03;5.8931176016878408e-03;7.8870691544978486e-03
4;3.9426846214798742e-06;1.0901742594198608e-03;5.2576352049625314e-03;7.1410937953054312e-03
5;4.2088782270602295e-06;2.8533673686362122e-03;7.7605746247689060e-03;7.3210016803512438e-03
6;2.5426336492274025e-06;5.0819545118558154e-04;2.9908324958015393e-03;1.6614333067805569e-02
7;5.1259056652133287e-06;3.5299174187598803e-04;5.7164932588885612e-03;1.1947321261778252e-02
8;9.9140779261330285e-06;6.4544274679927535e-03;2.1937073161656637e-02;5.3645024853879508e-02
9;1.0165022347225398e-06;1.1119263081103901e-03;4.7692609019329675e-03;5.2367056062027186e-03
10;5.4253524995898512e-06;2.5027500615169959e-04;1.0767852133560863e-02;8.8099890717786618e-03
11;4.9566314225314015e-05;3.8312397525724962e-03;4.3850336660966285e-02;8.4946100904678828e-02
12;5.4733306415279318e-05;4.6048217101512506e-03;4.5165967469333573e-02;7.9344635785922726e-02
13;7.7666486645905690e-06;2.1821072929949882e-04;8.3831513953691664e-03;1.6198850336584227e-02
14;1.4622179489468069e-06;3.7652657314795434e-03;3.8366708828139112e-02;2.9021623736410218e-01
15;2.2455361102549275e-06;1.0603771396396034e-04;2.6043911304344169e-03;9.3704289755024827e-03
16;2.8700818651413215e-06;1.2172680580946704e-04;2.9630598582561637e-03;7.0952692128551896e-03
17;2.6640937287382770e-06;1.9250456468337750e-04;4.0392272074646473e-03;2.8395118773095224e-02
18;5.6331055861896855e-06;1.2718333083335602e-02;3.0716790103474820e-02;1.9925994583347367e-01
19;2.9690848110689846e-06;1.3519962271363127e-04;6.4898315473126914e-03;1.7998688788449957e-02
20;1.8699969754417129e-06;2.0131733999772408e-04;4.0773182999365304e-03;4.7193657348974230e-03
21;1.0286142789775939e-05;4.8998890268904831e-04;1.3532489768113002e-02;9.5135282327460900e-03
22;4.1273502666183521e-06;9.5271350208774798e-05;7.3723412582057390e-03;2.3091604957674841e-03
23;2.4810041090707129e-06;7.2972275369526598e-05;6.2865554740621976e-03;9.1896777740434581e-03
24;2.0367317574893511e-06;1.3546838433566401e-04;4.6096350318170481e-03;1.7139987216452613e-03
25;3.8690590780834437e-06;4.2888334768408597e-04;6.9720048354827016e-03;5.4231254758853745e-03
26;8.4170212956013035e-06;2.5230241928873138e-04;1.4012641707746791e-02;6.0800405059640242e-03
27;2.8798343470966449e-06;1.4800577558649010e-04;3.7386356971141916e-03;6.5209889774202282e-03
28;3.2120509234746596e-06;1.4564534671609852e-02;3.0656820375868758e-02;1.9419475284148996e-01
29;5.7979787013900154e-06;1.3330994395749799e-04;9.4699776626348420e-03;3.3645177970558241e-03
30;2.1399900537152149e-05;1.2749626401182398e-03;2.6542311954863763e-02;1.1360629405764744e-01
31;6.2554148245752314e-05;4.0795301925035145e-03;3.3746199483981242e-02;6.9401805455745855e-02
32;6.3710340895522265e-06;2.5659724244904972e-04;5.8956756479692394e-03;3.3149532779054641e-03
33;8.1636024923767994e-06;2.0514986240480608e-04;9.4744013827726126e-03;3.6086940059687845e-03
34;2.7735791992061564e-05;1.1503014285301550e-03;2.0849544506975876e-02;1.5376094339621877e-02
35;7.4803342333336880e-06;3.3823347191097570e-04;9.4997930244812376e-03;3.2959020595355153e-03
36;8.2484568788611966e-06;1.1754122331505345e-03;1.4084802696111353e-02;6.5485598391399336e-03
37;9.4913978668125561e-06;2.5040343833663110e-03;1.0881235857868271e-02;1.6583850430680371e-02
38;2.9628718969311922e-06;2.2083376907206884e-03;7.4906259681396690e-03;1.9465699758165762e-02
39;1.4999733371132156e-05;7.8439373812800202e-03;2.1750891388741388e-02;1.9976707263125851e-02
40;3.3535962649563840e-06;1.7515370271736625e-04;4.6145400781855842e-03;9.2608719538786813e-03
41;3.2478877752747208e-06;2.3281671018940815e-04;6.7093619796549870e-03;9.4303131114873845e-03
42;3.8980773846746339e-06;1.1863013183392227e-04;4.6784815742766644e-03;1.5164386173338016e-02
43;9.0903856429103085e-06;3.6602246291850228e-04;1.0895593929004006e-02;2.2382522351991504e-02
44;5.1412920435005891e-06;2.3397195424546810e-04;4.8097569306026168e-03;8.6104137732065499e-03
45;4.1229125908897249e-05;9.0443416413279569e-03;2.7045359958928438e-02;4.3076183063728554e-02
46;1.0467071604836985e-05;6.8300354532930697e-03;2.3824763298806964e-02;8.4057537196460919e-02
47;1.5385575901460393e-05;3.8046305351841728e-04;1.7861748088386455e-02;9.5069776077873445e-03
48;1.2200778155987483e-05;6.9345571333183599e-03;3.2432568040929102e-02;2.0625949625827678e-01
49;3.1035795295527542e-06;9.2601352984620025e-05;4.4549468526605129e-03;2.0315376184023817e-03
50;9.4611873847149239e-06;1.9489286615067145e-04;1.1378124427228910e-02;5.2168959154071963e-03
51;4.3241781252187304e-06;2.9901056740554706e-05;5.7906220844322022e-03;2.0367464347818588e-03
52;5.2481699562071900e-06;4.5003296910078709e-04;6.0411967662767942e-03;6.1299796116958821e-03
53;6.3393178636722830e-06;2.7014238774378176e-04;6.3340305096314040e-03;6.0444130779296699e-03
54;1.9395030978680876e-06;2.1372399331582017e-05;2.5756141944535266e-03;1.1077683279963433e-03
55;1.8458029782188532e-06;1.2555420991478848e-05;2.5790271854408010e-03;1.0863592560718099e-03
56;4.9242265519091227e-06;1.6036922763195777e-04;4.1564682540751593e-03;1.1706714110619645e-02
57;4.4320127426920191e-06;2.3178849372825373e-04;3.6255135689480565e-03;1.3282913978325081e-02
58;3.6725764835095493e-06;4.2985079144296679e-04;3.3328227608967701e-03;1.3900834738152207e-02
59;2.6786919145734955e-06;6.1910213770878706e-05;2.7619261332956480e-03;1.3660615072571061e-02
60;4.8642149777985898e-06;3.8880668448709581e-04;5.4890202093457810e-03;8.6527809943351252e-03
61;2.9730051768911095e-06;2.3353208454458189e-03;8.2175718563542947e-03;4.6091764086637385e-02
62;4.3436636041482529e-06;1.1231455448394552e-04;8.7086256104591184e-03;2.0911530673406755e-02
63;3.3867796196581715e-06;2.5924213317005508e-04;8.0996303644968442e-03;2.0906543522894578e-02
64;2.7331267989074460e-06;3.2495639050850541e-04;8.8887466853789180e-03;2.0632015042658287e-02
65;3.0222875875432583e-05;1.7336759749458396e-03;2.1546214762809948e-02;3.9907517247697387e-02
66;3.5723127913901438e-06;2.7890639725823086e-04;4.7769202501380731e-03;1.1417260877899869e-02
67;1.7110353431621829e-06;1.3357421959431037e-04;4.0789485889553903e-03;2.8199721859360122e-02
68;1.3944078502487335e-05;4.2232691206096033e-04;1.2951786884212373e-02;9.4146318114581556e-03
69;1.9925570956231322e-06;2.2946978585364883e-04;4.0886758150254030e-03;2.6718615326970993e-02
70;1.4835275354612937e-05;1.8382377146455723e-04;1.1310101918469800e-02;9.0639658922607308e-03
71;7.2384635404139726e-06;8.1409934574232232e-05;9.5058665273044206e-03;3.9860114139902477e-03
72;1.2315934528668341e-05;2.1025668399767811e-04;1.4444605647061650e-02;7.4547590987197321e-03
73;2.2145545078925205e-05;5.5445225371412803e-04;1.9869983969605005e-02;1.5497361801771893e-02
74;1.8443384975714534e-06;2.7882816390043609e-04;4.2059294702339860e-03;1.4397534222317428e-02
75;2.6652983613301641e-06;3.2697707403501493e-04;4.7318387470686686e-03;4.0973831911993719e-03
76;7.9545746633167837e-06;2.7163807057348319e-04;6.3133016994528154e-03;1.0335969002409752e-02
77;2.8468202104689503e-06;1.8617798970118466e-04;4.5561367801693221e-03;1.4573598246696374e-02
78;7.6637261051820123e-06;2.2119344257715229e-04;1.0150256892022307e-02;5.5298382444164719e-03
79;2.7901195507754703e-06;3.8239259274266565e-03;1.2847399047036821e-02;1.8831565729960434e-02
80;7.6386159141109390e-07;1.7656589944333350e-03;4.0176374432898763e-03;3.2678592379058475e-03
81;9.9291369184918888e-06;5.5461700732470946e-03;1.5043139413636776e-02;1.5717829615248782e-02
82;9.5072118610310030e-06;5.4657353785074929e-03;1.5017164729206545e-02;1.5893713756849087e-02
83;2.2402347374848801e-06;2.6539130532282060e-04;5.2463638132388760e-03;3.8338000171786582e-02
84;1.4830857868606808e-05;4.3083549076160135e-04;1.6505252978636073e-02;1.1164616631839649e-02
85;2.5165868251008735e-05;6.1310388577940343e-04;2.2124204350335970e-02;1.7172185708852324e-02
86;1.3060809518776891e-05;2.9346662918705710e-04;1.2954119815650403e-02;8.3401583821973158e-03
87;6.5947307962983081e-06;9.6688657897394989e-05;9.5299659786866470e-03;3.6600824855542338e-03
88;2.0812086461649625e-06;1.3653339000064069e-03;5.2550752002176538e-03;1.8583696408397358e-02
89;1.3307747909313487e-05;6.4488421087988438e-04;1.4755209304314509e-02;5.8252050918915096e-02
90;2.7688078457518053e-05;3.3667117611666615e-03;1.9819845318062204e-02;4.0421733685808793e-02
91;3.0251405310471592e-05;1.3021236620133518e-03;2.3607008430260833e-02;3.9087218523185495e-02
92;1.2433005382615544e-05;6.9885656315869854e-03;3.2418322952376975e-02;2.0734144234524648e-01
93;1.7037165111427367e-06;2.0718183447722831e-04;4.1017073997315322e-03;2.6677059375670172e-02
94;1.6403675549987409e-05;4.8791110809490753e-04;1.7829518154124865e-02;1.0429609337294195e-02
95;6.6960327672632086e-06;2.5499605312833751e-04;6.3227974778081817e-03;6.0752160639983149e-03
96;6.4839955044821615e-06;3.0441716865238922e-04;6.0005900334175466e-03;6.3394291903732160e-03
97;1.0419885762648102e-05;2.0195265519389369e-04;1.1345775234274963e-02;6.0147051262940086e-03
98;6.9997836121902425e-06;2.6942568192559781e-04;5.4230628406583183e-03;8.8564495704152469e-03
99;3.6580727683685323e-06;6.8443682403521692e-05;3.6525481766731429e-03;5.4788984165595744e-03
100;3.7527473000714025e-06;9.3590918776820348e-05;4.4312935935439625e-03;2.3745316690045896e-03
101;4.5674348801552738e-06;2.7525105744892787e-05;5.7818766977514001e-03;2.2910041525465615e-03
102;3.6671140805282269e-06;4.4885831560245460e-04;3.3330710866841615e-03;1.3807124103319871e-02
103;1.2517779802547782e-06;1.6214951859355158e-05;1.2104945096945382e-03;5.5335200337697146e-03
104;4.6696973076765464e-06;2.6513703687181163e-04;3.6188943585982866e-03;1.2883344293681809e-02
105;6.0248500853066410e-06;1.4504544838494352e-04;4.1258695124507536e-03;1.0951561159070816e-02
106;2.9456859319921563e-06;2.3564145609454410e-03;8.2200961409022479e-03;4.6930496623557236e-02
107;7.2839992377920204e-06;1.6340397351567135e-04;4.7494624417341270e-03;8.1474760105384528e-03
108;8.8673482024761112e-06;1.2795738171965406e-04;7.1789678335155366e-03;1.1332624201843675e-02
