VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;137;107;1.0000000000000000e+00;5.2289647961696453e-02;5.9284241394433101e-01;7.1160188934572322e-02;1.5307839503575982e+00;2.2308160257378429e+00;1.9775102233057702e+00;1039;2.6147422676595378e-14
