VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;213;253;2.5167898951589890e-01;1.4396391747489889e-02;3.3422719402164786e-01;2.0957841831712898e-02;1.5598338406746808e+00;2.3351402002632833e+00;2.0829770612733784e+00;1257;1.7220646119025336e-14
