Id;error_L2;error_H1;norm_L2;norm_H1
0;7.2638338119001222e-06;1.9799231399121203e-03;4.1218942562414269e-02;6.2891093219464456e-02
1;5.6311776944819145e-06;1.0406840710400081e-03;3.1032503391900834e-02;5.7671253524869959e-02
2;1.9070798239018412e-06;5.7648330946864920e-04;1.7218966490680405e-02;2.7612539314979298e-02
3;7.2478137009527694e-06;1.5483312594186736e-03;4.3206341420567486e-02;4.3107445447008154e-02
4;8.1638470069568268e-07;4.2608405552908342e-04;1.1117044094845341e-02;1.9136514390880158e-02
5;8.0903021149382594e-06;1.3214769468459266e-03;3.6864689800504002e-02;4.6671970974686061e-02
6;1.8500431809893641e-06;1.1141083770331447e-03;1.4297976683807634e-02;7.9622566944980711e-02
7;7.4888423991496705e-07;1.2385534307767514e-03;1.7243211784725418e-02;9.2147195350836208e-02
8;4.6334465470415174e-07;5.3143202358196253e-04;9.3986890823288434e-03;2.0748251569007434e-02
9;9.1253149065658567e-07;5.2435363289474223e-04;1.4772122711385380e-02;4.2216144755264293e-02
10;1.0255652147277654e-06;2.3731111243536249e-03;1.3645360896323603e-02;3.9786467282280892e-02
11;1.7684485835632610e-07;8.3973785506524638e-04;4.5752331066655754e-03;1.5928281148400968e-03
12;4.0857091195463708e-07;1.0963871740526528e-03;5.0867656840361975e-03;3.1988955113602122e-03
13;1.0562271982268957e-06;1.9686729051538068e-03;1.6181574675691628e-02;3.4401181592410721e-02
14;1.5200441448708943e-05;5.1121295027929513e-03;4.7614629154413148e-02;1.1733994725360153e-01
15;1.4996213195182283e-06;3.5049679040376229e-03;1.7665357841146302e-02;4.1373820970272389e-02
16;1.8787033533440086e-06;1.4895643882818137e-03;9.4570052466804687e-03;5.2016494392276021e-02
17;1.8445638820917758e-05;4.6214892132581276e-03;6.2584789317009976e-02;1.4584735469702603e-01
18;2.8969389174610461e-07;7.1163274517411579e-05;6.4903650355013030e-03;1.3640844156921504e-02
19;3.9928902427595765e-07;7.2808758298273875e-05;7.8647777430307306e-03;1.5998181582287743e-02
