VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;115;215;2.7525611126871358e-01;2.1192261906990511e-02;4.1421096501391363e-01;2.9865172487634872e-02;1.5541569886443067e+00;2.3047916850899481e+00;2.0668434992600915e+00;1330;4.6272096725452831e+00
