Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;7;15;4.1860565307049580e+00;4.1860565307049589e+00;1.0000000000000000e+00;2.1917094400549156e-16;1.9760624894585499e-16;2.2204460492503131e-16;2.3727302381216740e-17;1.5056241903107919e-16;3.9379369181035611e-16
1;7;15;5.3150973640592483e+00;5.3150973640592492e+00;1.0000000000000000e+00;1.2416332004559256e-16;2.4604580666594224e-16;0.0000000000000000e+00;1.3999210438806408e-16;9.8951149779249331e-17;3.3830332434310486e-16
2;7;15;7.1516101487182082e+00;7.1516101487182109e+00;1.0000000000000000e+00;1.4812344526888363e-16;1.7597827039904425e-16;0.0000000000000000e+00;2.7047397851869795e-17;1.2623684548865977e-16;2.6382237021585658e-16
3;7;15;7.9190613177188451e+00;7.9190613177188451e+00;1.0000000000000000e+00;2.2979152863936872e-16;4.0636885889034870e-16;4.4408920985006262e-16;2.6572859901477701e-16;1.2479085924528323e-16;4.3676581237023727e-16
4;5;9;4.4046799813028148e+00;4.4046799813028157e+00;1.0000000000000000e+00;1.4534457016860827e-16;3.5291285339456262e-16;1.1102230246251565e-16;1.9318514881403458e-16;1.4233494641169118e-16;2.1140863693788929e-16
5;8;18;7.1782789612157805e+00;7.1782789612157885e+00;1.0000000000000000e+00;1.9841677838962045e-16;3.7965748632310862e-16;1.1102230246251565e-16;1.4194852904231388e-16;2.1655068134218134e-16;4.8730896805739394e-16
6;6;12;5.6114634232524789e+00;5.6114634232524780e+00;1.0000000000000000e+00;1.8218175734214821e-16;4.9293829361985697e-16;2.2204460492503131e-16;3.0135903284844980e-17;1.0302793607892629e-16;2.3669918839835498e-16
7;5;9;3.7964972173536675e+00;3.7964972173536675e+00;1.0000000000000000e+00;1.7039188335022763e-16;3.0291007317989374e-16;2.2204460492503131e-16;1.5891989522222943e-16;1.3631356111253666e-16;3.0739378311296204e-16
8;6;12;7.0964439988506820e+00;7.0964439988506793e+00;1.0000000000000000e+00;1.9537022312861428e-16;4.5377334463967729e-16;0.0000000000000000e+00;3.8042804849616094e-16;1.8869693921735985e-16;1.8840776089796135e-16
9;6;12;7.6117338759580413e+00;7.6117338759580386e+00;1.0000000000000000e+00;1.8626816304950934e-16;3.0384248280155344e-16;4.4408920985006262e-16;1.3029183816016489e-16;1.6809571574114184e-16;4.0919645789075162e-16
10;6;12;6.1772357658172137e+00;6.1772357658172110e+00;1.0000000000000000e+00;1.5495136862908807e-16;1.0786948941818327e-16;0.0000000000000000e+00;2.7518376652792238e-17;1.0375088830858777e-16;1.7785780651003303e-16
11;4;6;5.9853312107136265e+00;5.9853312107136265e+00;1.0000000000000000e+00;1.1247645230088675e-16;2.0377402207297911e-16;0.0000000000000000e+00;1.1292847214467254e-17;1.1499451701888009e-16;1.5693495939476426e-16
12;6;12;8.2500386551433209e+00;8.2500386551433138e+00;1.0000000000000000e+00;1.9366849425485145e-16;2.1247825248640733e-16;0.0000000000000000e+00;5.0613544480517771e-17;4.2503564451969700e-17;9.4775930886018234e-16
13;5;9;4.6628730787901800e+00;4.6628730787901800e+00;1.0000000000000000e+00;1.8722159327344617e-16;2.6061682480618271e-16;0.0000000000000000e+00;3.5512103939350918e-17;2.0237057582651431e-16;1.3261277391219122e-16
14;7;15;4.2235603111925961e+00;4.2235603111925961e+00;1.0000000000000000e+00;8.9782065514615691e-17;2.4223266839755076e-16;2.2204460492503131e-16;3.9453509670185768e-17;1.4677260242277182e-16;2.4571915626694604e-16
15;5;9;3.8012120306504626e+00;3.8012120306504631e+00;1.0000000000000000e+00;2.0552874116992341e-16;3.4786865074670257e-16;2.2204460492503131e-16;2.1510232374402375e-17;3.9769242757849304e-17;1.5301008426393776e-16
16;4;6;9.8646568583636558e+00;9.8646568583636558e+00;1.0000000000000000e+00;1.4708709339010664e-16;1.2234774008712105e-15;2.2204460492503131e-16;1.2948068075520338e-16;1.5413563958762269e-16;9.8618438993862456e-17
17;7;15;5.5275907875662913e+00;5.5275907875662886e+00;1.0000000000000000e+00;2.6341344249888558e-16;2.1234189275333525e-16;0.0000000000000000e+00;5.5119241856016103e-17;1.1696390625866745e-16;2.9541984592260478e-16
18;5;9;4.2957802238773777e+00;4.2957802238773786e+00;1.0000000000000000e+00;2.0285636086914789e-16;2.4213326370077306e-16;0.0000000000000000e+00;1.9124045399343221e-16;1.4114994031519088e-16;1.2138106967135507e-16
19;7;15;4.2907078287671654e+00;4.2907078287671681e+00;1.0000000000000000e+00;1.5883854151770845e-16;2.4408079184232934e-16;2.2204460492503131e-16;1.5898967858150639e-16;1.1801745062052214e-16;4.1093545105807474e-16
20;7;15;8.6506991857404589e+00;8.6506991857404554e+00;1.0000000000000000e+00;4.4661662273126795e-16;5.5855245052958671e-16;0.0000000000000000e+00;5.1583501514148271e-17;1.5999209465963699e-16;4.7009405873323145e-16
21;7;15;5.8035351184856321e+00;5.8035351184856276e+00;1.0000000000000000e+00;2.3714374201337741e-16;5.4448582727744948e-16;0.0000000000000000e+00;1.6067401181373294e-16;2.0587159617151550e-16;3.1238415991780350e-16
