TotProc Type Time
1 CreateMesh 6.74000000e-04
1 SetVariables 1.40000000e-05
1 ComputeGeometricProperties 5.88000000e-04
1 CreateVEMSpace 1.43000000e-04
1 AssembleSystem 1.82000000e-03
1 ComputeVEMPerformance 5.86700000e-03
1 Factorize 2.06000000e-04
1 Solve 9.00000000e-06
1 ComputeErrors 6.87000000e-03
1 ExportSolution 9.89500000e-03
