Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;3;3;2.0057099191814288e+01;2.0057099191814316e+01;1.0000000000000000e+00;2.5689530830217451e-16;7.3259298238237975e-16;0.0000000000000000e+00;1.4968301477245969e-17;5.4824063707590602e-17;3.2020273386828628e-32
1;3;3;8.9822561206095006e+00;8.9822561206094758e+00;1.0000000000000000e+00;4.6333248443678538e-16;4.2518304777254294e-16;0.0000000000000000e+00;2.9863427363301085e-17;2.0572230898359283e-16;2.6422834539594136e-31
2;3;3;3.2977264810958271e+00;3.2977264810958280e+00;1.0000000000000000e+00;1.8244663993985128e-16;2.4606824009113729e-16;0.0000000000000000e+00;2.8555138762432758e-17;1.0546262597309078e-16;6.0488199808603856e-32
3;3;3;1.3958970403232385e+01;1.3958970403232444e+01;1.0000000000000000e+00;2.6525580226443121e-16;2.5807444199426630e-15;0.0000000000000000e+00;3.7191085680795209e-17;6.9257957444847888e-17;6.4475108279620987e-32
4;3;3;2.1086441697494397e+01;2.1086441697494507e+01;1.0000000000000000e+00;4.6364413144784012e-16;2.0175677355063612e-14;1.1102230246251565e-16;2.4048290228908895e-16;5.7304187248093712e-17;2.5592071629897943e-31
5;3;3;3.2977264472062053e+00;3.2977264472062053e+00;1.0000000000000000e+00;3.1442710413047747e-16;3.1442710413047747e-16;2.2204460492503131e-16;2.9736570134751499e-17;2.3352498388797659e-16;1.0616750460329267e-31
6;3;3;2.4272505227293340e+01;2.4272505227293394e+01;1.0000000000000000e+00;2.2219814714613838e-16;3.4346858964431186e-15;2.2204460492503131e-16;1.4863716713129205e-17;7.1438815393454200e-17;5.7376392165743399e-32
7;3;3;1.1317460748831127e+01;1.1317460748831122e+01;1.0000000000000000e+00;2.9431054899343305e-16;2.2764225665202706e-15;4.4408920985006262e-16;3.6219320720478971e-17;4.1602866463400935e-17;5.2984669446137568e-32
8;3;3;3.2977277773745710e+00;3.2977277773745715e+00;1.0000000000000000e+00;1.2831192055951131e-16;2.8917864961800278e-16;0.0000000000000000e+00;2.2007571469336797e-16;1.0452641455896462e-16;6.1824881900035312e-32
9;3;3;1.0633316565676891e+01;1.0633316565676877e+01;1.0000000000000000e+00;2.6428594233603072e-16;1.3969700615822845e-15;0.0000000000000000e+00;1.8533721079167423e-16;2.0778910656839329e-16;1.4579282396580221e-32
10;3;3;6.9382168281419982e+00;6.9382168281419982e+00;1.0000000000000000e+00;1.4338515319353585e-16;3.2298793370801838e-16;2.2204460492503131e-16;1.3867423824360565e-16;7.3293931428568673e-17;1.1865710410806367e-32
11;3;3;3.2977258117759249e+00;3.2977258117759249e+00;1.0000000000000000e+00;9.0649330367367902e-17;6.6071485584007679e-17;0.0000000000000000e+00;2.7445605317355338e-17;1.4769414587832016e-16;3.4831344122138487e-32
12;3;3;1.2828140913316867e+01;1.2828140913316854e+01;1.0000000000000000e+00;1.9229626863835641e-16;6.6952236299927219e-16;1.1102230246251565e-16;3.1950786072065863e-16;1.3218735555599467e-17;1.7887133233083474e-31
13;3;3;3.2977263031753465e+00;3.2977263031753465e+00;1.0000000000000000e+00;1.2972613672955990e-16;1.8238276434864138e-16;0.0000000000000000e+00;2.8953393262658527e-17;1.0458441629881181e-16;4.3504716714092199e-32
14;3;3;5.0491058217513318e+00;5.0491058217513247e+00;1.0000000000000000e+00;1.5989596621472525e-16;7.0260369763680144e-16;4.4408920985006262e-16;2.7805564136294831e-17;1.1597583651309362e-16;2.4264935862405741e-32
15;3;3;5.8914111312971986e+00;5.8914111312971986e+00;1.0000000000000000e+00;1.4444459513666497e-16;8.1774428938397289e-17;2.2204460492503131e-16;2.1684792638173067e-16;7.4509960006816236e-17;2.2239282401667403e-32
16;3;3;4.4121947180104035e+00;4.4121947180104044e+00;1.0000000000000000e+00;9.1013848458070000e-17;5.0163688524672726e-16;2.2204460492503131e-16;1.7725992126856117e-16;8.4046958000682077e-17;6.5184401513296853e-32
17;3;3;3.2253430733079589e+00;3.2253430733079611e+00;1.0000000000000000e+00;1.3691500328805859e-16;1.9445417088559127e-16;2.2204460492503131e-16;7.2341453414426896e-17;1.0942079112306086e-16;8.5525434906558168e-32
18;3;3;3.8567567718636234e+01;3.8567567718636163e+01;1.0000000000000000e+00;3.3918613000430077e-16;8.0060323188722847e-16;0.0000000000000000e+00;1.7057158487372058e-17;8.6125862855030002e-18;3.9727341929341340e-32
19;3;3;4.2426406871192857e+00;4.2426406871192857e+00;1.0000000000000000e+00;2.2662332591841976e-17;3.5191439519451503e-16;0.0000000000000000e+00;1.4789719550956121e-16;0.0000000000000000e+00;4.3874395661730584e-32
20;3;3;6.0561763452486934e+00;6.0561763452486987e+00;1.0000000000000000e+00;9.1002740403051136e-17;7.1170188658864967e-16;1.1102230246251565e-16;1.7299292501753354e-17;2.0442519576697717e-16;1.7877589097095035e-32
21;3;3;8.9981311618333333e+00;8.9981311618333404e+00;1.0000000000000000e+00;9.5832399251057572e-17;2.5977474225386945e-15;0.0000000000000000e+00;2.9888183451379389e-17;4.0163685019742339e-17;1.2577342326029398e-32
22;3;3;3.3756713672387311e+00;3.3756713672387311e+00;1.0000000000000000e+00;2.6037037858103350e-16;4.6367874596365582e-16;2.2204460492503131e-16;2.0917682237977021e-16;1.1329254931984585e-16;6.8655078935065181e-32
23;3;3;5.3458657562881369e+00;5.3458657562881307e+00;1.0000000000000000e+00;4.2791095973650464e-16;3.5841250995274795e-16;2.2204460492503131e-16;2.9554357485726023e-17;3.7003942589595153e-16;1.3601418357431965e-31
24;3;3;4.4513359227105536e+00;4.4513359227105509e+00;1.0000000000000000e+00;6.4597586741603678e-17;3.7529865149668430e-16;0.0000000000000000e+00;2.0692290126376840e-17;0.0000000000000000e+00;1.3431894399876594e-32
25;3;3;3.7642970680379606e+00;3.7642970680379628e+00;1.0000000000000000e+00;2.2219137546187265e-16;3.1712086328310247e-16;1.1102230246251565e-16;2.1900413874216012e-17;1.6275327560654633e-16;7.7379898623381227e-32
26;3;3;3.0885757123518998e+00;3.0885757123519020e+00;1.0000000000000000e+00;2.9223097648498987e-16;5.1430577329579306e-16;2.2204460492503131e-16;2.3248097758045677e-16;2.4973314675809805e-16;1.0861509408272317e-31
