VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;157;126;1.0000000000000000e+00;5.2322556433839380e-02;6.0461896703114570e-01;7.8128333964763153e-02;1.5304394337595177e+00;2.2308129232422593e+00;1.9757001015259761e+00;1519;2.6367239891428535e-14
