VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;132;288;157;126;8.5300000000000003e-04;7.5799999999999999e-04;2.4220000000000001e-03;2.3200000000000000e-04;1.0000000000000001e-05
