VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;4096;3969;4.2395324951031307e-02;4.3873008621067361e-04;6.0856692207330580e-02;2.3759691963465279e-04;1.5719514448830265e+00;2.3834184489908163e+00;2.0996874925885756e+00;19469;5.7061293513965863e+00
