Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;4;6;4.0882409670362811e+00;4.0882409670362820e+00;1.0000000000000000e+00;6.4098756212785473e-17;1.4686870114880517e-16;0.0000000000000000e+00;3.1444818762830860e-17;1.2916614822616354e-16;0.0000000000000000e+00
1;4;6;2.8668810429735387e+00;2.8668810429735392e+00;1.0000000000000000e+00;1.2819751242557095e-16;6.6555532242561499e-17;1.1102230246251565e-16;3.0059253587455562e-17;2.2016293864372781e-16;1.2256530327225745e-16
2;4;6;4.9838068154126933e+00;4.9838068154126951e+00;1.0000000000000000e+00;1.2844765415108726e-16;1.2844765415108726e-16;1.1102230246251565e-16;1.1865635987941813e-16;2.3682380863610345e-16;1.3877787807814457e-17
3;4;6;5.9089943461529515e+00;5.9089943461529515e+00;1.0000000000000000e+00;1.8200548080610227e-16;3.4622693370375191e-16;0.0000000000000000e+00;4.0312002584199900e-17;1.7259233974322100e-16;4.0460356557118359e-17
4;4;6;3.0115733452664255e+00;3.0115733452664246e+00;1.0000000000000000e+00;6.5092594645258374e-17;1.8773523372634775e-16;0.0000000000000000e+00;3.1507371724917424e-17;0.0000000000000000e+00;5.1925927263190304e-17
5;4;6;3.7207382032521465e+00;3.7207382032521497e+00;1.0000000000000000e+00;1.8200548080610227e-16;3.4518236613818645e-16;2.2204460492503131e-16;2.3387376402035862e-17;8.5990266720181161e-17;2.7755575615628914e-17
6;4;6;3.3026281784090421e+00;3.3026281784090408e+00;1.0000000000000000e+00;1.0689800903991431e-16;2.2548736224414669e-16;0.0000000000000000e+00;1.6102580977583151e-16;8.0866308664332819e-17;5.5511151231257827e-17
7;4;6;3.8504409724902797e+00;3.8504409724902784e+00;1.0000000000000000e+00;8.0123445265981841e-18;1.2944338730181989e-16;1.1102230246251565e-16;2.0475023007942885e-17;8.7810569972560927e-17;5.8878467200641560e-17
8;4;6;1.1177228301147929e+01;1.1177228301147927e+01;1.0000000000000000e+00;1.8129866073473580e-16;4.0539612963254124e-16;2.2204460492503131e-16;1.7113399126513709e-17;1.5393181940429887e-16;0.0000000000000000e+00
9;4;6;2.9596167759051970e+00;2.9596167759051966e+00;1.0000000000000000e+00;1.8129866073473580e-16;1.9296280882980161e-16;0.0000000000000000e+00;2.5410517175820796e-17;2.2111018759788043e-16;0.0000000000000000e+00
10;4;6;4.6597316060666927e+00;4.6597316060666936e+00;1.0000000000000000e+00;0.0000000000000000e+00;1.8129866073473580e-16;2.2204460492503131e-16;2.9471175989748559e-18;1.4207941871508274e-16;0.0000000000000000e+00
11;4;6;3.0695673690192709e+00;3.0695673690192709e+00;1.0000000000000000e+00;6.4597586741603678e-17;1.9560625815268048e-16;2.2204460492503131e-16;1.7604704202019967e-16;7.8599185565649418e-17;1.3877787807814457e-17
12;4;6;3.7474653172578654e+00;3.7474653172578671e+00;1.0000000000000000e+00;1.2844765415108726e-16;3.5841250995274795e-16;2.2204460492503131e-16;1.5953614682243155e-16;8.6358474276548930e-17;3.9252311467094379e-17
13;4;6;4.4006032488063189e+00;4.4006032488063189e+00;1.0000000000000000e+00;1.4735962853836897e-16;1.3455014484288012e-16;0.0000000000000000e+00;7.9597621554730853e-17;9.6233592851392920e-17;6.3596013107845015e-17
14;4;6;3.5856333783378371e+00;3.5856333783378380e+00;1.0000000000000000e+00;7.1664588082487647e-17;2.6670397937170325e-16;2.2204460492503131e-16;1.5069902863897238e-16;1.1906527253441792e-16;6.2063353831181828e-17
