Id;error_L2;error_H1;norm_L2;norm_H1
0;4.1763374119908815e-11;4.3351493807639460e-06;3.6993058223214935e-04;1.3904332898808677e-05
1;2.3760488150326377e-10;1.1537828209843475e-05;6.8126891119575975e-04;9.5100635950910701e-05
2;2.0112519666108607e-11;2.6814961672401413e-06;2.9215197963511900e-04;1.0069032123244344e-04
3;8.8636283909910771e-12;2.0289740245133568e-06;2.4057276016385551e-04;1.2134271027896903e-04
4;2.5661846590820272e-10;1.1609429155562287e-05;7.5663363162610682e-04;6.2445520799671479e-04
5;5.0820914522676000e-11;3.7651460747504727e-06;4.3083626172778374e-04;5.6365683091768475e-04
6;7.3499673593743772e-11;4.6797758933231551e-06;5.1657189625203023e-04;9.0630033672630251e-04
7;3.9609435438735572e-11;3.0488867971905443e-06;4.1429675433166016e-04;9.2387459160460546e-04
8;2.6669048206931551e-12;7.0861759465621523e-07;1.2425099910228575e-04;3.1521179970951446e-04
9;1.0307030509496799e-10;5.5319390093119350e-06;6.2818731993259647e-04;1.8476156888330877e-03
10;1.9070894587740690e-11;1.8617785828776281e-06;3.2683796713660156e-04;1.1435235457373197e-03
11;1.8161867508401938e-10;7.4819078754566145e-06;8.0400820449443651e-04;3.3352810208467712e-03
12;5.0114520146707300e-11;2.3369167632828658e-06;4.3762661698178564e-04;2.1373644472038669e-03
13;2.8326002115149318e-11;1.6392652369130209e-06;3.5474442954974825e-04;1.9065887708536789e-03
14;4.4668867894689702e-11;2.2763344399252766e-06;4.6842793799430126e-04;2.7478059211335257e-03
15;1.4131637715936739e-11;9.5111827070094844e-07;2.4525051713412277e-04;1.5449689321362483e-03
16;9.3616643625206439e-11;3.8936539585862795e-06;7.0812284671114645e-04;4.8418258319160735e-03
17;8.3460091126780469e-11;2.8156298672289177e-06;6.2400291788477504e-04;4.7179382421904106e-03
18;1.0173953108144827e-11;3.8819730345813101e-07;1.2154805277293841e-04;9.6903512015041938e-04
19;3.3234681299154023e-11;1.4706435943443353e-06;4.2383133034485867e-04;3.5043785697303582e-03
20;1.4796290830743046e-10;4.3482757740133373e-06;9.2447243362358687e-04;8.2230800554608276e-03
21;4.6042313309055461e-11;1.1305011810410489e-06;3.8588493410012713e-04;3.6575599335193399e-03
22;4.7186975153539869e-11;1.2605660731103655e-06;4.4155941974490106e-04;4.3389476167816814e-03
23;5.4404458674017035e-11;1.3564382694977560e-06;4.8898598645006068e-04;4.9740110355807514e-03
24;1.7176463380600524e-11;4.2078316664809364e-07;1.6894353391181809e-04;1.7578186629585292e-03
