VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;4225;8320;4096;3969;1.9737000000000001e-02;2.0833999999999998e-02;4.9790000000000001e-02;4.6439999999999997e-03;4.9299999999999995e-04
