Cell2D_Index;NumQuadPoints_Boundary;NumQuadPoints_Internal;PiNabla_Cond;Pi0k_Cond;Pi0km1_Cond;PiNabla_Error;Pi0k_Error;Pi0km1_Error;HCD_Error;GBD_Error;Stab_Error
0;5;9;5.9656093254799165e+00;5.9656093254799147e+00;1.0000000000000000e+00;1.8537003766314855e-16;4.5552486440535987e-16;1.1102230246251565e-16;3.3319367769500987e-17;1.4692034279877011e-16;1.6720253618309261e-16
1;5;9;5.8153637528822504e+00;5.8153637528822477e+00;1.0000000000000000e+00;2.0339216639863544e-16;3.4348254919054351e-16;2.2204460492503131e-16;2.1439494346960671e-17;4.5527921904023920e-17;1.0488982222938547e-16
2;4;6;4.2351383286440356e+00;4.2351383286440356e+00;1.0000000000000000e+00;1.1302802881484162e-16;2.0364599546550990e-16;2.2204460492503131e-16;2.6221717164317983e-16;3.3604947192038831e-17;9.1266899856819915e-17
3;4;6;5.0252410260214679e+00;5.0252410260214679e+00;1.0000000000000000e+00;3.2506823327118006e-16;4.3132914650856485e-16;2.2204460492503131e-16;1.2076057926391565e-16;1.3851660757451893e-16;1.2571659638300646e-16
4;3;3;4.9918526097845648e+00;4.9918526097845657e+00;1.0000000000000000e+00;6.6071485584007679e-17;3.0792999048882561e-16;0.0000000000000000e+00;1.3471105844837199e-16;7.3941249452070006e-17;1.4643652816945075e-32
5;5;9;1.1467392629384660e+01;1.1467392629384662e+01;1.0000000000000000e+00;2.9396270034176921e-16;3.9588198901252292e-16;0.0000000000000000e+00;3.9984932758501113e-17;1.7105202045182200e-16;7.0876988640115462e-16
6;5;9;9.2079341564226151e+00;9.2079341564226134e+00;1.0000000000000000e+00;2.9656500264475540e-16;5.5423261277879681e-16;0.0000000000000000e+00;1.8571253671860330e-16;1.0778032702490612e-16;3.5169352678143376e-16
7;5;9;3.8680055028026814e+00;3.8680055028026805e+00;1.0000000000000000e+00;1.7133120625181544e-16;2.2849234321766085e-16;0.0000000000000000e+00;3.2650706344479942e-17;8.6653027365307138e-17;2.7660001272737308e-16
8;4;6;3.4853747700000102e+00;3.4853747700000066e+00;1.0000000000000000e+00;1.6024689053196368e-16;2.4954305213433738e-16;2.2204460492503131e-16;1.2365278565359236e-17;9.7205340126687210e-17;8.3266726846886741e-17
9;5;9;7.9764667124464568e+00;7.9764667124464577e+00;1.0000000000000000e+00;3.3001717887876414e-16;3.2462357707102586e-16;2.2204460492503131e-16;2.1829443819975671e-16;1.6424969847789652e-16;2.1927961464899477e-16
10;5;9;1.0744826803223180e+01;1.0744826803223187e+01;1.0000000000000000e+00;2.2662332591841974e-16;1.3370056008541699e-15;2.2204460492503131e-16;3.0113543736872511e-17;8.8497612933499658e-17;2.7387831049756182e-16
11;4;6;4.7445886158637096e+00;4.7445886158637123e+00;1.0000000000000000e+00;1.5787572126077993e-16;3.3863413704477094e-16;2.2204460492503131e-16;2.8603634292082082e-17;7.1209993244802534e-17;1.3129003390305665e-16
12;5;9;7.0832380477614620e+00;7.0832380477614612e+00;1.0000000000000000e+00;2.3152764439431000e-16;1.8288790680643074e-16;2.2204460492503131e-16;3.9389352219432612e-17;5.2596537803994639e-17;2.5091802164897198e-16
13;5;9;3.9128267669707935e+00;3.9128267669707926e+00;1.0000000000000000e+00;1.8519611882082202e-16;3.3815985930916190e-16;2.2204460492503131e-16;1.8774478904052408e-17;1.6312750891339669e-16;1.5853512473345908e-16
14;4;6;8.0388737418703453e+00;8.0388737418703400e+00;1.0000000000000000e+00;1.8277817953883235e-16;3.1535249838515280e-16;0.0000000000000000e+00;1.5445134251016746e-16;4.8503827774670835e-17;8.6120329056803854e-17
15;4;6;5.3758563306514580e+00;5.3758563306514580e+00;1.0000000000000000e+00;1.8623315605759753e-16;1.8588811980744671e-16;1.1102230246251565e-16;3.3437314286021307e-17;1.2841309638991849e-16;7.5135758128104918e-17
