VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;92;153;62;64;9.5200000000000005e-04;3.8299999999999999e-04;9.3899999999999995e-04;6.0999999999999999e-05;6.0000000000000002e-06
