VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;1156;3333;2178;1024;6.9080000000000001e-03;5.7330000000000002e-03;2.9234000000000000e-02;8.1400000000000005e-04;7.2000000000000002e-05
