Id;error_L2;error_H1;norm_L2;norm_H1
0;3.2922430602713691e-11;1.5272969056404052e-05;3.7541929390840027e-04;6.6089711584718189e-05
1;3.7026692081792618e-11;2.2909738165258203e-06;1.2503750877757613e-04;3.4290503695519624e-06
2;1.5551682151664004e-11;1.7781204582536841e-06;1.0732733373644250e-04;2.3245541156659643e-05
3;4.8409430539882308e-11;4.2022218890037111e-06;2.4241601595785531e-04;5.4706000778593919e-06
4;1.7296716674804779e-11;3.0188287223308324e-06;1.5660367189573776e-04;1.6724257450867145e-05
5;9.0511742945667531e-11;9.5066862727595913e-06;2.5158649643250718e-04;3.1360925606554962e-05
6;4.5734551602942893e-11;6.8676570797612236e-06;2.3821209044028421e-04;4.1661722469408282e-04
7;3.2826464953169407e-09;2.7617971175525657e-05;5.3087962532595144e-04;6.1751818642533009e-04
8;4.9644679796743309e-11;1.4003081597628758e-05;4.8271670800033241e-04;3.8099453565109700e-04
9;1.3775246511962527e-09;9.1258880392587919e-05;1.5215100609854110e-03;1.6125505892889765e-03
10;3.6371204186330598e-11;1.5269393554544316e-06;1.1129110959859809e-04;1.9809368405887117e-04
11;9.1026327504014900e-11;1.0436011752301219e-05;3.4277299505135000e-04;2.2406359385647180e-04
12;3.0532734937753243e-11;2.7537187902264134e-06;2.3490921974291538e-04;5.3826335558335441e-04
13;1.9370418696676008e-09;4.7381256086481149e-05;7.8689696041052946e-04;1.1744389136872053e-04
14;1.5044855535344094e-09;7.3544787172414260e-05;1.4511521058067811e-03;1.1890811908690424e-03
15;1.9328852626047540e-10;1.6050081903838940e-05;3.4803413462682612e-04;2.3771182836799788e-04
16;3.1565242734278983e-10;2.0004544307588822e-05;5.2719790858464749e-04;3.9458386029079048e-04
17;2.3582640316914109e-10;2.9982716431943978e-06;1.2587926077418541e-04;2.0015550968398242e-04
18;3.5232162264684164e-13;2.4426707462755723e-06;7.8916229778402131e-05;1.0258950249506527e-05
19;6.1423670621018224e-10;3.4549818258245108e-05;9.7131467029400024e-04;1.2929052509475546e-03
20;5.8597987309912578e-11;4.3377361971296739e-06;4.0771894747171784e-04;6.4505774608700586e-04
21;4.0690576720332662e-10;1.4035358680816859e-05;2.9115102416887677e-04;5.0044055020135561e-04
22;3.1605801244132394e-11;5.0790742008753702e-06;5.6908710343193361e-04;8.5083206043416412e-04
23;1.3397155799242753e-09;1.7080478758575453e-05;5.6592359909756840e-04;4.5588273770763707e-04
24;2.5445941689237717e-10;1.9716010107422636e-05;6.4915140419256813e-04;1.0564069280638310e-03
25;2.8973281294469815e-10;1.5570504200450195e-05;6.2666937262248121e-04;9.7414890638402240e-04
26;1.0467827004724601e-09;6.6461089785775724e-05;1.3254244702190848e-03;1.1545851768517089e-03
27;4.4929995742929611e-09;5.1270795592833749e-05;1.1675876881059859e-03;2.2957675910205439e-03
28;4.6493754340717783e-11;1.6419055912751180e-06;2.6319401154570148e-04;5.2543846917575015e-04
29;1.6246299190622747e-10;9.6001212056323748e-06;1.8654167630039928e-04;3.3862820609998914e-05
30;1.1616651784175013e-09;2.6365127576217381e-05;9.9556984870548715e-04;1.5906662146568410e-03
31;4.2745836071432337e-10;4.3766639235660153e-05;1.1670048032752516e-03;5.0577340867626903e-03
32;1.7989511960008837e-09;8.4448017267527010e-05;1.6759053887520259e-03;3.9334755684460208e-03
33;4.5042289705108676e-09;4.9677302149420961e-05;1.9571884903165264e-03;5.6955711791388452e-03
34;3.3840507924677235e-09;3.2211033051975470e-05;1.0829755700712655e-03;3.9170438823722814e-03
35;1.1236697571215762e-10;9.3813192723472148e-06;3.9187206175792650e-04;9.3940647387956097e-04
36;2.4071613024519039e-10;5.1147250071757332e-06;5.5718130355485662e-04;2.3168437510381547e-03
