VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;2178;1024;1.5251948000000004e-01;2.7587846478479170e-03;1.4719667432497960e-01;4.0011210718393642e-03;1.5699438926492306e+00;2.3782330937013478e+00;2.0970640711258812e+00;3943;3.7727968775756580e+02
