TotProc Type Time
1 CreateMesh 3.65000000e-04
1 SetVariables 1.40000000e-05
1 ComputeGeometricProperties 2.64000000e-04
1 CreateVEMSpace 1.44000000e-04
1 AssembleSystem 3.82000000e-04
1 ComputeVEMPerformance 1.24400000e-03
1 Factorize 1.21000000e-04
1 Solve 5.00000000e-06
1 ComputeErrors 1.81400000e-03
1 ExportSolution 3.32800000e-03
