TotProc Type Time
1 CreateMesh 8.53000000e-04
1 SetVariables 1.70000000e-05
1 ComputeGeometricProperties 7.58000000e-04
1 CreateVEMSpace 1.89000000e-04
1 AssembleSystem 2.42200000e-03
1 ComputeVEMPerformance 1.15480000e-02
1 Factorize 2.32000000e-04
1 Solve 1.00000000e-05
1 ComputeErrors 7.27900000e-03
1 ExportSolution 1.30560000e-02
