VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;171;366;196;165;9.8999999999999999e-04;1.2639999999999999e-03;3.3110000000000001e-03;2.1400000000000000e-04;1.9000000000000001e-05
