TotProc Type Time
1 CreateMesh 1.03500000e-03
1 SetVariables 1.30000000e-05
1 ComputeGeometricProperties 1.03500000e-03
1 CreateVEMSpace 2.75000000e-04
1 AssembleSystem 2.19200000e-03
1 ComputeVEMPerformance 7.69200000e-03
1 Factorize 2.00000000e-04
1 Solve 1.10000000e-05
1 ComputeErrors 1.25640000e-02
1 ExportSolution 1.43700000e-02
