VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;100;261;162;64;7.9699999999999997e-04;4.1500000000000000e-04;1.7600000000000001e-03;5.8000000000000000e-05;6.9999999999999999e-06
