Id;error_L2;error_H1;norm_L2;norm_H1
0;7.8467985789930778e-11;1.7883820936282543e-05;2.5574483395444502e-04;0.0000000000000000e+00
1;1.1479410143017367e-08;1.7185402833362563e-04;1.0798994006343951e-03;7.0404166837361730e-34
2;2.3080675342446675e-07;1.6662645037562411e-03;6.9501801616237060e-03;8.2259419998668305e-03
3;1.7005858237016675e-06;2.3512490248077111e-03;1.7723240273916405e-02;2.7585995555978463e-02
4;2.8767261854235536e-08;2.7854356812396944e-04;6.7396579172345514e-04;0.0000000000000000e+00
5;2.1481019233244922e-07;1.8846787220084616e-03;8.3206027871917578e-03;1.9401093040057278e-02
6;2.0394708555068805e-08;3.2016182134657020e-04;4.2404571127420236e-03;2.8660687481972938e-02
7;3.4549273275265842e-12;4.2816114422644440e-05;2.0086207802550034e-04;8.2513812816486869e-04
8;1.5748536722696197e-07;1.0174921922072306e-03;9.9597773765356772e-03;3.4349306107004318e-02
9;7.8750917977255115e-07;2.3544643738043601e-04;1.1931381010618162e-02;6.2562201287491737e-02
10;3.0276470959073941e-06;6.0799077945989364e-04;1.7487753392998222e-02;5.8472571308584201e-02
11;3.0091037398387693e-07;7.0285002240242587e-05;5.5128202015561224e-03;1.6238829386358671e-02
12;2.2163376288388078e-06;4.2395213714245560e-04;1.2288148999677902e-02;1.9757642673613789e-02
13;3.6027888876582569e-06;3.4262591661134720e-04;1.3402434955688727e-02;3.5563267549390903e-02
14;2.5892341089209322e-07;6.6327619858273421e-04;1.1254072354885729e-02;3.8097460725578979e-02
15;4.2057362576490711e-06;1.4389707141643487e-03;3.3355458264182264e-02;2.5225964575415349e-01
16;2.1271997325086014e-06;5.4600151934808688e-03;1.0658419105051590e-02;1.0250365478880396e-02
17;1.5725853845573088e-06;2.1689132817673544e-03;8.1433585023544738e-03;2.7428566611239817e-02
18;3.4107655025034917e-06;1.4545619965319705e-03;1.4795616114707852e-02;5.7223916725581012e-02
19;6.2650731080097754e-06;1.1799659633456199e-03;2.7052796466281066e-02;5.3920355466084063e-02
20;3.3044107045999034e-06;8.6570950014038884e-04;1.2755071413617404e-02;3.6242474283635764e-02
21;2.7674878810921497e-06;1.8754237982961919e-03;2.0419626223514356e-02;8.3268827057101674e-02
22;2.7991959197816153e-06;4.4446289568955910e-04;1.8041026825685914e-02;2.7470369456712485e-02
23;2.5927238738062380e-06;5.9318425396251775e-04;1.8545538208199631e-02;2.9985560440877416e-02
24;7.3187904193950219e-08;2.9811579347726182e-04;1.0512055433076390e-02;9.5757384603256709e-02
25;1.6586729302523757e-06;4.7902088024943712e-04;1.1191665287196180e-02;1.8076315716621896e-02
26;8.1374746393546176e-06;7.9941188135092831e-04;2.4070567954525730e-02;2.2086404308207463e-02
27;4.1627674940608197e-06;5.7596909852663494e-04;1.6356852375074692e-02;2.2092037132593143e-02
