VemOrder;Cell2Ds;Dofs;h;errorL2;errorH1;errorInf;normL2;normH1;normInf;nnzA;condA
1;162;64;3.6854530000000002e-01;2.7808567587041914e-02;4.6739569848931123e-01;2.8322886566318317e-02;1.5477483859873220e+00;2.3114551520036710e+00;2.0711245920370285e+00;218;3.2105256766109960e+01
