Id;X;Y;Z;num_solution;ext_solution;error_inf
0;5.6891649440013348e-02;1.2844582472000671e-01;0.0000000000000000e+00;1.2241441985690613e+00;1.1961046668499642e+00;2.8039531719097122e-02
1;8.0743041910838032e-02;2.0000000000000001e-01;0.0000000000000000e+00;1.2977836159343545e+00;1.2900124239201862e+00;7.7711920141683155e-03
2;1.0459443438166260e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.2750910052675299e+00;1.2677500766384708e+00;7.3409286290591069e-03
3;1.2844582472000665e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.3623401018030443e+00;1.3865855867699304e+00;2.4245484966886055e-02
4;1.5229721932331186e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.3258567838658777e+00;1.3312437181396384e+00;5.3869342737606907e-03
5;1.7614861392661707e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.4261017119709627e+00;1.4715079161301727e+00;4.5406204159210040e-02
6;1.9999999999999996e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.3709416149830005e+00;1.3865855867699304e+00;1.5643971786929889e-02
7;2.2385138607338284e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.4880435015640963e+00;1.5447793741476050e+00;5.6735872583508762e-02
8;2.4770277214676550e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.4076460891234175e+00;1.4337756808611093e+00;2.6129591737691804e-02
9;2.7155415822014839e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.5483099949934904e+00;1.6063999932761472e+00;5.8089998282656818e-02
10;2.9540554429353127e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.4398256442735786e+00;1.4728140110378978e+00;3.2988366764319155e-02
11;3.1925693036691394e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.6076926773468925e+00;1.6563697735158003e+00;4.8677096168907807e-02
12;3.4310835055998656e-01;1.2844582472000671e-01;0.0000000000000000e+00;1.4699568584552440e+00;1.5037005964767942e+00;3.3743738021550174e-02
13;3.4310835055998656e-01;2.7155417527999326e-01;0.0000000000000000e+00;1.7757141005882837e+00;1.8133435763500358e+00;3.7629475761752129e-02
14;5.6891649440013348e-02;2.7155417527999326e-01;0.0000000000000000e+00;1.2826921436208301e+00;1.2698180467232056e+00;1.2874096897624421e-02
15;1.9404539883344024e-01;4.9404539883344023e-01;0.0000000000000000e+00;1.6606797290080366e+00;1.7254784044771454e+00;6.4798675469108780e-02
16;3.1313708498984766e-01;3.8686291501015246e-01;0.0000000000000000e+00;1.8787878135244147e+00;1.9162801589720821e+00;3.7492345447667441e-02
17;3.1313708498984766e-01;6.1313708498984765e-01;0.0000000000000000e+00;1.8737789441607748e+00;1.9162801589720819e+00;4.2501214811307086e-02
18;8.6862915010152475e-02;6.1313708498984765e-01;0.0000000000000000e+00;1.3759795177195642e+00;1.4010267210279186e+00;2.5047203308354415e-02
19;8.6862915010152419e-02;7.4045415692179639e-01;0.0000000000000000e+00;1.3409303078575414e+00;1.3438948424086359e+00;2.9645345510944665e-03
20;3.1313708498984766e-01;7.4045415692179639e-01;0.0000000000000000e+00;1.7412582766240010e+00;1.7613583008643545e+00;2.0100024240353509e-02
21;3.1313708498984766e-01;8.5954584307820370e-01;0.0000000000000000e+00;1.4722792671224041e+00;1.5154590247058248e+00;4.3179757583420741e-02
22;8.6862915010152419e-02;8.5954584307820370e-01;0.0000000000000000e+00;1.2949599533644496e+00;1.2532124314844810e+00;4.1747521879968552e-02
23;3.8686291501015241e-01;3.1313708498984766e-01;0.0000000000000000e+00;1.8806313529251453e+00;1.9162801589720821e+00;3.5648806046936876e-02
24;3.8686291501015241e-01;2.5656854249492378e-01;0.0000000000000000e+00;1.7707029427812035e+00;1.8239007194860410e+00;5.3197776704837496e-02
25;3.8686291501015241e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.6478529229878898e+00;1.7072320000000003e+00;5.9379077012110537e-02
26;3.8686291501015241e-01;1.4343145750507619e-01;0.0000000000000000e+00;1.5159448898473780e+00;1.5662740005139593e+00;5.0329110666581300e-02
27;3.8686291501015241e-01;8.6862915010152364e-02;0.0000000000000000e+00;1.3635543740045275e+00;1.4010267210279181e+00;3.7472347023390640e-02
28;4.4343145750507623e-01;8.6862915010152364e-02;0.0000000000000000e+00;1.3794356625473554e+00;1.4132099272752539e+00;3.3774264727898462e-02
29;5.0000000000000000e-01;8.6862915010152364e-02;0.0000000000000000e+00;1.3871869747755718e+00;1.4172709960243657e+00;3.0084021248793835e-02
30;5.5656854249492382e-01;8.6862915010152364e-02;0.0000000000000000e+00;1.3859760934810423e+00;1.4132099272752539e+00;2.7233833794211515e-02
31;6.1313708498984765e-01;8.6862915010152364e-02;0.0000000000000000e+00;1.3769993990917273e+00;1.4010267210279181e+00;2.4027321936190837e-02
32;6.1313708498984765e-01;1.4343145750507619e-01;0.0000000000000000e+00;1.5230660537811240e+00;1.5662740005139593e+00;4.3207946732835234e-02
33;6.1313708498984765e-01;2.0000000000000001e-01;0.0000000000000000e+00;1.6505378690441441e+00;1.7072320000000003e+00;5.6694130955856181e-02
34;6.1313708498984765e-01;2.5656854249492378e-01;0.0000000000000000e+00;1.7604771334186047e+00;1.8239007194860408e+00;6.3423586067436144e-02
35;5.5656854249492382e-01;2.5656854249492378e-01;0.0000000000000000e+00;1.7829298051068363e+00;1.8531985563623730e+00;7.0268751255536666e-02
36;5.0000000000000000e-01;2.5656854249492378e-01;0.0000000000000000e+00;1.8111368787174631e+00;1.8629645019878172e+00;5.1827623270354062e-02
