VemOrder;NumCell0Ds;NumCell1Ds;NumCell2Ds;NumDofs;CreateMesh;ComputeGeometricProperties;AssembleSystem;Factorize;Solve
1;142;308;167;136;8.6499999999999999e-04;1.2760000000000000e-03;2.6600000000000000e-03;2.1200000000000000e-04;1.1000000000000000e-05
